Mineral Name,Mineral Name (plain),Valence Chemistry,IMA Chemistry,IMA Number,Country of Type Locality,IMA Status,isMineral
Melliniite,Melliniite,"(Ni,Fe)4P","(Ni,Fe)4P",IMA2005-027,Morocco (meteorite),Approved,1
Mellite,Mellite,Al2C6(COO)6·16H2O,Al2C6(COO)6·16H2O,,Germany,Approved,1
Mellizinkalite,Mellizinkalite,K3Zn2Cl7,K3Zn2+2Cl7,IMA2014-010,Russia,"Approved,Grandfathered",1
Melonite,Melonite,NiTe2,NiTe2,,USA,Approved,1
Mélonjosephite,Melonjosephite,CaFe2+Fe3+(PO4)2(OH),CaFe2+Fe3+(PO4)2(OH),IMA1973-012,Morocco,Approved,1
Menchettiite,Menchettiite,Pb5Mn3Ag2Sb6As4S24,Pb2+5Mn2+3Ag1+2Sb3+6As3+4S2-24,IMA2011-009,Peru,Approved,1
Mendeleevite-(Ce),Mendeleevite-(Ce),"Cs6(Ce,REE,Ca)30(Si70O175)(OH,F,H2O)35","Cs6(Ce3+,REE,Ca)30(Si70O175)(OH,F,H2O)35",IMA2009-092,Tajikistan,"Approved,Grandfathered",1
Mendeleevite-(Nd),Mendeleevite-(Nd),"Cs6(Nd,REE,Ca)30(Si70O175)(OH,F,H2O)35","Cs6(Nd,REE,Ca)30(Si70O175)(OH,F,H2O)35",IMA2015-031,Tajikistan,"Approved,Grandfathered",1
Mendigite,Mendigite,Mn2Mn2MnCa(Si3O9)2,Mn2+5CaSi6O18,IMA2014-007,Germany,Approved,1
Mendipite,Mendipite,Pb3O2Cl2,Pb2+3O2Cl2,,United Kingdom,Approved,1
Mendozavilite-KCa,Mendozavilite-KCa,[K2(H2O)15Ca(H2O)6][Mo8P2Fe3+3O34(OH)3],[K2(H2O)15Ca(H2O)6][Mo6+8P2Fe3+3O34(OH)3],IMA2011-088,Chile,Approved,1
Mendozavilite-NaCu,Mendozavilite-NaCu,[Na2(H2O)15Cu(H2O)6][Mo8P2Fe3+3O34(OH)3],[Na2(H2O)15Cu2+(H2O)6][Mo6+8P2Fe3+3O34(OH)3],IMA2011-039,Chile,Approved,1
Mendozavilite-NaFe,Mendozavilite-NaFe,[Na2(H2O)15Fe3+(H2O)6][Mo8P2Fe3+3O35(OH)2],[Na2(H2O)15Fe3+(H2O)6][Mo6+8P2Fe3+3O35(OH)2],IMA1982-009,Mexico,Approved,1
Mendozite,Mendozite,NaAl(SO4)2·11H2O,NaAl(S6+O4)2·11H2O,,Argentina,Approved,1
Meneghinite,Meneghinite,Pb13CuSb7S24,Pb2+13Cu1+Sb3+7S2-24,,Italy,"Approved,Grandfathered",1
Menezesite,Menezesite,Ba3MgZr4Nb12O42·12H2O,Ba3MgZr4+4Nb5+12O42·12H2O,IMA2005-023,Brazil,"Approved,Grandfathered",1
Mengeite,Mengeite,"Ba(Mg,Mn2+)Mn3+4(PO4)4(OH)4·4H2O","Ba(Mg,Mn2+)Mn3+4(PO4)4(OH)4·4H2O",IMA2018-035,Australia,Approved,1
Mengxianminite,Mengxianminite,Ca2Sn2Mg3Al8[(BO3)(BeO4)O6]2,Ca2Sn4+2Mg3Al8[(BO3)(BeO4)O6]2,IMA2015-070,China,Approved,1
Meniaylovite,Meniaylovite,Ca4AlSi(SO4)F13·12H2O,Ca4AlSi(S6+O4)F13·12H2O,IMA2002-050,Russia,Approved,1
Menshikovite,Menshikovite,Pd3Ni2As3,Pd3Ni2As3,IMA1993-057,Russia,Approved,1
Menzerite-(Y),Menzerite-(Y),(CaY2)Mg2(SiO4)3,CaY2Mg2Si3O12,IMA2009-050,Canada,Approved,1
Mercallite,Mercallite,KH(SO4),KHS6+O4,,Italy,Approved,1
Mercury,Mercury,Hg,Hg,,unknown,Approved,1
Mereheadite,Mereheadite,Pb47O24(OH)13Cl25(BO3)2(CO3),Pb2+47O24(OH)13Cl25(BO3)2(CO3),IMA1996-045,United Kingdom,"Approved,Redefined",1
Mereiterite,Mereiterite,K2Fe2+(SO4)2·4H2O,K2Fe2+(S6+O4)2·4H2O,IMA1993-045,Greece,"Approved,Grandfathered,Renamed",1
Merelaniite,Merelaniite,Pb4Mo4VSbS15,Pb2+4Mo4+4V3+Sb3+S2-15,IMA2016-042,Tanzania,"Approved,Grandfathered",1
Merenskyite,Merenskyite,PdTe2,PdTe2,IMA1965-016,South Africa,Approved,1
Meridianiite,Meridianiite,Mg(SO4)·11H2O,MgS6+O4·11H2O,IMA2007-011,Canada,Approved,1
Merlinoite,Merlinoite,K5Ca2(Si23Al9)O64·24H2O,K5Ca2(Si23Al9)O64·24H2O,IMA1976-046,Italy,Approved,1
Merrihueite,Merrihueite,"(K,Na)2(Fe2+,Mg)5Si12O30","(K,Na)2(Fe2+,Mg)5Si12O30",IMA1965-020,Romania,Approved,1
Merrillite,Merrillite,Ca9NaMg(PO4)7,Ca9NaMg(PO4)7,IMA1976 s.p.,Italy (meteorite) / India (meteorite) / Poland (meteorite) / USA (meteorite),"Approved,Questionable mineral species",1
Mertieite,Mertieite,Pd8Sb2.5As0.5,Pd8Sb2.5As0.5,IMA2022 s.p.,USA,Approved,1
Merwinite,Merwinite,Ca3Mg(SiO4)2,Ca3Mg(SiO4)2,,USA,"Approved,Grandfathered",1
Mesaite,Mesaite,CaMn2+5(V2O7)3·12H2O,CaMn2+5(V5+2O7)3·12H2O,IMA2015-069,USA,Approved,1
Mesolite,Mesolite,Na2Ca2(Si9Al6)O30·8H2O,Na2Ca2(Si9Al6)O30·8H2O,IMA1997 s.p.,Iceland ?,Approved,1
Messelite,Messelite,Ca2Fe2+(PO4)2·2H2O,Ca2Fe2+(PO4)2·2H2O,,Germany,"Approved,Grandfathered",1
Meta-aluminite,Meta-aluminite,Al2(SO4)(OH)4·5H2O,Al2S6+O4(OH)4·5H2O,IMA1967-013,USA,Approved,1
Meta-alunogen,Meta-alunogen,Al2(SO4)3·14H2O,Al2(S6+O4)3·14H2O,,Chile,Approved,1
Meta-ankoleite,Meta-ankoleite,K(UO2)(PO4)·3H2O,K(U6+O2)(PO4)·3H2O,IMA1963-013,Uganda,"Approved,Pending publication",1
Meta-autunite,Meta-autunite,Ca(UO2)2(PO4)2·6H2O,Ca(U6+O2)2(PO4)2·6H2O,,USA,"Approved,Grandfathered",1
Metaborite,Metaborite,HBO2,HBO2,IMA1967 s.p.,Kazakhstan,"Approved,Grandfathered",1
Metacalciouranoite,Metacalciouranoite,"(Ca,Na,Ba)U2O7·2H2O","(Ca,Na,Ba)U6+2O7·2H2O",IMA1971-054,Russia,"Approved,Grandfathered",1
Metacinnabar,Metacinnabar,HgS,Hg2+S2-,,USA,"Approved,Grandfathered",1
Metadelrioite,Metadelrioite,SrCa(VO3)2(OH)2,SrCa(V5+O3)2(OH)2,IMA1967-006,USA,"Approved,Grandfathered",1
Metahaiweeite,Metahaiweeite,Ca(UO2)2Si6O15·nH2O,Ca(U6+O2)2Si6O15·nH2O,IMA1962 s.p.,USA,Approved,1
Metaheimite,Metaheimite,PbCu2(AsO4)(OH)3,Pb2+Cu2+2(As5+O4)(OH)3,IMA2023-020a,Switzerland,Approved,1
Metaheinrichite,Metaheinrichite,Ba(UO2)2(AsO4)2·8H2O,Ba(U6+O2)2(As5+O4)2·8H2O,,USA / Germany,Approved,1
Metahewettite,Metahewettite,CaV5+6O16·3H2O,CaV5+6O16·3H2O,,USA,"Approved,Renamed",1
Metahohmannite,Metahohmannite,Fe3+2O(SO4)2·4H2O,Fe3+2O(S6+O4)2·4H2O,,Chile,"Approved,Renamed",1
Metakahlerite,Metakahlerite,Fe2+(UO2)2(AsO4)2·8H2O,Fe2+(U6+O2)2(As5+O4)2·8H2O,,Germany,Approved,1
Metakirchheimerite,Metakirchheimerite,Co(UO2)2(AsO4)2·8H2O,Co2+(U6+O2)2(As5+O4)2·8H2O,,Germany,"Approved,Grandfathered",1
Metaköttigite,Metakottigite,"(Zn,Fe3+)3(AsO4)2·8(H2O,OH)","(Zn2+,Fe3+)3(As5+O4)2·8(H2O,OH)",IMA1979-077,Mexico,"Approved,Grandfathered",1
Metalodèvite,Metalodevite,Zn(UO2)2(AsO4)2·10H2O,Zn2+(U6+O2)2(As5+O4)2·10H2O,IMA1972-014,France,Approved,1
Metamunirite,Metamunirite,NaV5+O3,NaV5+O3,IMA1990-044,USA,"Approved,Grandfathered",1
Metanatroautunite,Metanatroautunite,Na(UO2)(PO4)·3H2O,Na(U6+O2)(PO4)·3H2O,IMA1987 s.p.,Tajikistan,"Approved,Grandfathered",1
Metanováčekite,Metanovacekite,Mg(UO2)2(AsO4)2·8H2O,Mg(U6+O2)2(As5+O4)2·4-8H2O,IMA2007 s.p.,Germany,"Approved,Grandfathered",1
Metarauchite,Metarauchite,Ni(UO2)2(AsO4)2·8H2O,Ni2+(U6+O2)2(As5+O4)2·8H2O,IMA2008-050,Czech Republic,Approved,1
Metarossite,Metarossite,CaV5+2O6·2H2O,CaV5+2O6·2H2O,,USA,"Approved,Redefined",1
Metasaléeite,Metasaleeite,Mg(UO2)2(PO4)2·8H2O,Mg(U6+O2)2(PO4)2·8H2O,,Democratic Republic of the Congo,Approved,1
Metaschoderite,Metaschoderite,Al2(PO4)(VO4)·6H2O,Al2(PO4)(V5+O4)·6H2O,"IMA1962 s.p., IMA2024-E",USA,Approved,1
Metaschoepite,Metaschoepite,(UO2)8O2(OH)12·10H2O,(U6+O2)8O2(OH)12·10H2O,,Democratic Republic of the Congo,"Approved,Grandfathered",1
Metasideronatrite,Metasideronatrite,Na2Fe3+(SO4)2(OH)·H2O,Na2Fe3+(S6+O4)2(OH)·H2O,,Chile,"Approved,Grandfathered",1
Metastibnite,Metastibnite,Sb2S3,Sb3+2S2-3,,USA,"Approved,Questionable mineral species",1
Metastudtite,Metastudtite,UO4·2H2O,(U6+O2)(O2)2-(H2O)2,IMA1981-055,Democratic Republic of the Congo,"Approved,Renamed",1
Metaswitzerite,Metaswitzerite,Mn2+3(PO4)2·4H2O,Mn2+3(PO4)2·4H2O,IMA1981-027a,USA,"Approved,Renamed",1
Metatamboite,Metatamboite,Fe3+3(OH)(H2O)2(SO4)(Te4+O3)3[Te4+O(OH)2](H2O),Fe3+3(OH)(H2O)2(S6+O4)(Te4+O3)3(Te4+O(OH)2)(H2O),IMA2016-060,Chile,"Approved,Renamed",1
Metathénardite,Metathenardite,Na2(SO4),Na2S6+O4,IMA2015-102,Russia,Approved,1
Metatorbernite,Metatorbernite,Cu(UO2)2(PO4)2·8H2O,Cu2+(U6+O2)2(PO4)2·8H2O,,United Kingdom,"Approved,Grandfathered",1
Metatyuyamunite,Metatyuyamunite,Ca(UO2)2(VO4)2·3H2O,Ca(U6+O2)2(V5+O4)2·3H2O,,USA,Approved,1
Metauramphite,Metauramphite,(NH4)2(UO2)2(PO4)2·6H2O,(N3-H4)2(U6+O2)2(PO4)2·6H2O,,Russia,Approved,1
Metauranocircite,Metauranocircite,Ba(UO2)2(PO4)2·6H2O,Ba(U6+O2)2(PO4)2·8H2O,"IMA2007 s.p., IMA2022 s.p.",Germany,Approved,1
Metauranopilite,Metauranopilite,(UO2)6(SO4)(OH)10·5H2O,(U6+O2)6S6+O4(OH)10·5H2O,IMA2007 s.p.,Czech Republic,"Approved,Grandfathered",1
Metauranospinite,Metauranospinite,Ca(UO2)2(AsO4)2·8H2O,Ca(U6+O2)2(As5+O4)2·8H2O,IMA2007 s.p.,Germany,Approved,1
Metauroxite,Metauroxite,(UO2)2(C2O4)(OH)2(H2O)2,(U6+O2)2((C2)6+O4)(OH)2(H2O)2,IMA2019-030,USA,"Approved,Grandfathered",1
Metavandendriesscheite,Metavandendriesscheite,PbU7O22·nH2O,Pb2+U6+7O22·nH2O,,Democratic Republic of the Congo,Approved,1
Metavanmeersscheite,Metavanmeersscheite,U(UO2)3(PO4)2(OH)6·2H2O,U6+(U6+O2)3(PO4)2(OH)6·2H2O,IMA1981-010,Democratic Republic of the Congo,"Approved,Grandfathered",1
Metavanuralite,Metavanuralite,Al(UO2)2(VO4)2(OH)·8H2O,Al(U6+O2)2(V5+O4)2(OH)·8H2O,IMA1970-003,Gabon,"Approved,Renamed",1
Metavariscite,Metavariscite,Al(PO4)·2H2O,AlPO4·2H2O,IMA1967 s.p.,USA,Approved,1
Metavauxite,Metavauxite,Fe2+Al2(PO4)2(OH)2·8H2O,Fe2+Al2(PO4)2(OH)2·8H2O,,Bolivia,"Approved,Grandfathered",1
Metavivianite,Metavivianite,Fe2+Fe3+2(PO4)2(OH)2·6H2O,Fe2+Fe3+2(PO4)2(OH)2·6H2O,IMA1973-049,USA,"Approved,Redefined",1
Metavoltine,Metavoltine,K2Na6Fe2+Fe3+6O2(SO4)12·18H2O,K2Na6Fe2+Fe3+6O2(S6+O4)12·18H2O,,Iran,Approved,1
Metazellerite,Metazellerite,Ca(UO2)(CO3)2·3H2O,Ca(U6+O2)(CO3)2·3H2O,IMA1965-032,USA,Approved,1
Metazeunerite,Metazeunerite,Cu(UO2)2(AsO4)2·8H2O,Cu2+(U6+O2)2(As5+O4)2·8H2O,,Germany,Approved,1
Meurigite-K,Meurigite-K,KFe3+8(PO4)6(OH)7·6.5H2O,[K(H2O)2.5][Fe3+8(PO4)6(OH)7]·4H2O,IMA1995-022,USA,"Approved,Grandfathered",1
Meurigite-Na,Meurigite-Na,[Na(H2O)2.5][Fe3+8(PO4)6(OH)7(H2O)4],[Na(H2O)2.5][Fe3+8(PO4)6(OH)7]·4H2O,IMA2007-024,USA,Approved,1
Meyerhofferite,Meyerhofferite,CaB3O3(OH)5·H2O,CaB3O3(OH)5·H2O,,USA,Approved,1
Meymacite,Meymacite,WO3·2H2O,W6+O3·2H2O,IMA1965 s.p.,France,Approved,1
Meyrowitzite,Meyrowitzite,Ca(UO2)(CO3)2·5H2O,Ca(U6+O2)(CO3)2·5H2O,IMA2018-039,USA,"Approved,Redefined",1
Mgriite,Mgriite,Cu3AsSe3,Cu3AsSe3,IMA1980-100,Germany,Approved,1
Mianningite,Mianningite,"([box],Pb,Ce,Na)(U4+,Mn,U6+)Fe3+2(Ti,Fe3+)18O38","([box],Pb2+,Ce3+,Na)(U4+,Mn2+,U6+)Fe3+2(Ti4+,Fe3+)18O38",IMA2014-072,China,"Approved,Grandfathered",1
Miargyrite,Miargyrite,AgSbS2,Ag1+Sb3+S2-2,,Germany,"Approved,Grandfathered",1
Miassite,Miassite,Rh17S15,Rh17S15,IMA1997-029,Russia,"Approved,Pending publication",1
Michalskiite,Michalskiite,Cu2+Mg3Fe3+3.33(VO4)6,Cu2+Mg3Fe3+3.33(V5+O4)6,IMA2019-062,Germany,Approved,1
Micheelsenite,Micheelsenite,"(Ca,Y)3Al(PO3OH)(CO3)(OH)6·12H2O","(Ca,Y)3Al(PO3OH)CO3(OH)6·12H2O",IMA1999-033,Denmark (Greenland),Approved,1
Michenerite,Michenerite,PdBiTe,Pd3+(BiTe)3-,IMA1971-006a,Canada,Approved,1
Michitoshiite-(Cu),Michitoshiite-(Cu),Rh(Cu1-xGex) 0&lt;x≤0.5,Rh(Cu1-xGex) 0&lt;x≤0.5,IMA2019-029a,Japan,"Approved,Grandfathered",1
Microcline,Microcline,K(AlSi3O8),KAlSi3O8,,Norway,Approved,1
Microsommite,Microsommite,"[(Na,K)6(SO4)][Ca2Cl2][(Si6Al6O24)]","[(Na,K)6(S6+O4)][Ca2Cl2][(Si6Al6O24)]",,Italy,Approved,1
Midbarite,Midbarite,Ca3Mg2(V2Si)O12,Ca3Mg2(V5+2Si)O12,IMA2023-110,Israel,Approved,1
Middendorfite,Middendorfite,"K3Na2Mn5Si12(O,OH)36·2H2O","K3Na2Mn2+5Si12(O,OH)36·2H2O",IMA2005-028,Russia,Approved,1
Middlebackite,Middlebackite,Cu2C2O4(OH)2,Cu2+2(C2)6+O4(OH)2,IMA2015-115,Australia,Approved,1
Mieite-(Y),Mieite-(Y),"Y4Ti(SiO4)2O[F,(OH)]6","Y4Ti4+(SiO4)2O[F,(OH)]6",IMA2014-020,Japan,Approved,1
Miersite,Miersite,AgI,Ag1+I1-,,Australia,Approved,1
Miessiite,Miessiite,Pd11Te2Se2,Pd11Te2Se2,IMA2006-013,Finland,Approved,1
Miguelromeroite,Miguelromeroite,Mn5(AsO3OH)2(AsO4)2(H2O)4,Mn2+5(As5+O3OH)2(As5+O4)2(H2O)4,IMA2008-066,Mexico,"Approved,Grandfathered",1
Miharaite,Miharaite,PbCu4FeBiS6,Pb2+Cu1+4Fe3+Bi3+S2-6,IMA1976-012,Japan,"Approved,Pending publication",1
Mikasaite,Mikasaite,Fe3+2(SO4)3,Fe3+2(S6+O4)3,IMA1992-015,Japan,"Approved,Grandfathered",1
Mikecoxite,Mikecoxite,[CHg4]OCl2,[C4-Hg2+4]OCl2,IMA2021-060,USA,"Approved,Grandfathered",1
Mikehowardite,Mikehowardite,Fe3+4(V5+O4)4(H2O)2·H2O,Fe3+4(V5+O4)4(H2O)2·H2O,IMA2020-068,USA,"Approved,Grandfathered",1
Mikenewite,Mikenewite,Mn2+(S4+O3)·3H2O,Mn2+(S4+O3)·3H2O,IMA2022-102,Mexico,Approved,1
Milanriederite,Milanriederite,"(Ca,REE)19Fe3+Al4(Mg,Al,Fe3+)8Si18O68(OH,O)10","(Ca,REE)19Fe3+Al4(Mg,Al,Fe3+)8Si18O68(OH,O)10",IMA2018-041,Namibia,Approved,1
Milarite,Milarite,KCa2(Be2AlSi12)O30·H2O,KCa2(Be2AlSi12O30)·H2O,,Switzerland,"Approved,Grandfathered",1
Milkovoite,Milkovoite,Cu4O(PO4)(AsO4),Cu2+4O(PO4)(As5+O4),IMA2021-005,Russia,Approved,1
Millerite,Millerite,NiS,NiS,,Czech Republic,"Approved,Grandfathered",1
Millisite,Millisite,NaCaAl6(PO4)4(OH)9·3H2O,NaCaAl6(PO4)4(OH)9·3H2O,,USA,Approved,1
Millosevichite,Millosevichite,Al2(SO4)3,Al2(S6+O4)3,,Italy,Approved,1
Millsite,Millsite,CuTeO3·2H2O,Cu2+Te4+O3·2H2O,IMA2015-086,Norway,"Approved,Grandfathered",1
Milotaite,Milotaite,PdSbSe,Pd3+(SbSe)3-,IMA2003-056,Czech Republic,"Approved,Grandfathered",1
Mimetite,Mimetite,Pb5(AsO4)3Cl,Pb2+5(As5+O4)3Cl,,Germany,Approved,1
Minakawaite,Minakawaite,RhSb,RhSb,IMA2019-024,Japan,"Approved,Grandfathered",1
Minasragrite,Minasragrite,V4+O(SO4)·5H2O,V4+O(S6+O4)·5H2O,,Peru,Approved,1
Mineevite-(Y),Mineevite-(Y),Na25BaY2(CO3)11(HCO3)4(SO4)2F2Cl,Na25BaY2(CO3)11(HCO3)4(S6+O4)2F2Cl,IMA1991-048,Russia,Approved,1
Minehillite,Minehillite,"(K,Na)2Ca28Zn5Al4Si40O112(OH)16","(K,Na)2Ca28Zn2+5Al4Si40O112(OH)16",IMA1983-001,USA,"Approved,Grandfathered,Redefined",1
Minguzzite,Minguzzite,K3Fe3+(C2O4)3·3H2O,K3Fe3+((C2)6+O4)3·3H2O,,Italy,"Approved,Grandfathered",1
Minium,Minium,Pb2+2Pb4+O4,Pb2+2Pb4+O4,,Germany,Approved,1
Minjiangite,Minjiangite,BaBe2(PO4)2,BaBe2P2O8,IMA2013-021,China,Approved,1
Minnesotaite,Minnesotaite,Fe2+3Si4O10(OH)2,Fe2+3Si4O10(OH)2,,USA,"Approved,Grandfathered",1
Minohlite,Minohlite,"(Cu,Zn)7(SO4)2(OH)10·8H2O","(Cu2+,Zn2+)7(S6+O4)2(OH)10·8H2O",IMA2012-035,Japan,"Approved,Grandfathered",1
Minrecordite,Minrecordite,CaZn(CO3)2,CaZn2+(CO3)2,IMA1980-096,Namibia,"Approved,Grandfathered",1
Minyulite,Minyulite,KAl2(PO4)2F·4H2O,KAl2(PO4)2F·4H2O,IMA2021 s.p.,Australia,Approved,1
Mirabilite,Mirabilite,Na2(SO4)·10H2O,Na2S6+O4·10H2O,,unknown,Approved,1
Mirnyite,Mirnyite,SrZr4+(Ti4+12Cr3+6)Mg2O38,SrZr4+(Ti4+12Cr3+6)Mg2O38,IMA2018-144a,Russia,"Approved,Grandfathered",1
Misakiite,Misakiite,Cu3Mn(OH)6Cl2,Cu2+3Mn2+(OH)6Cl2,IMA2013-131,Japan,"Approved,Grandfathered",1
Misenite,Misenite,K8(SO4)(SO3OH)6,K8(S6+O4)(S6+O3OH)6,,Italy,Approved,1
Miserite,Miserite,"K1.5-x(Ca,Y,REE)5[Si6O15][Si2O7](OH,F)2·yH2O","K1.5-x(Ca,Y,REE)5[Si6O15][Si2O7](OH,F)2·yH2O",,USA,Approved,1
Mitridatite,Mitridatite,Ca2Fe3+3O2(PO4)3·3H2O,Ca2Fe3+3O2(PO4)3·3H2O,,Ukraine,Approved,1
Mitrofanovite,Mitrofanovite,Pt3Te4,Pt3Te4,IMA2017-112,Russia,"Approved,Pending publication",1
Mitryaevaite,Mitryaevaite,"Al5(PO4)2[(P,S)O3(OH,O)]2F2(OH)2·14.5H2O","Al5(PO4)2[(P,S6+)O3(OH,O)]2F2(OH)2·14.5H2O",IMA1991-035,Kazakhstan,Approved,1
Mitscherlichite,Mitscherlichite,K2CuCl4·2H2O,K2Cu2+Cl4·2H2O,,Italy,"Approved,Grandfathered",1
Mixite,Mixite,Cu6Bi(AsO4)3(OH)6·3H2O,Cu2+6Bi3+(As5+O4)3(OH)6·3H2O,,Czech Republic,"Approved,Pending publication",1
Miyahisaite,Miyahisaite,"(Sr,Ca)2Ba3(PO4)3F","(Sr,Ca)2Ba3(PO4)3F",IMA2011-043,Japan,Approved,1
Miyawakiite-(Y),Miyawakiite-(Y),[box]Y4Fe2(Si8O20)(CO3)4(H2O)3,[box]Y4Fe2+2(Si8O20)(CO3)4(H2O)3,IMA2024-003,Japan,"Approved,Renamed",1
Mizraite-(Ce),Mizraite-(Ce),Ce(Al11Mg)O19,Ce3+(Al11Mg)O19,IMA2022-027,Israel,Approved,1
Moabite,Moabite,NiFe3+(PO4)O,Ni2+Fe3+(PO4)O,IMA2020-092,Jordan,Approved,1
Moctezumite,Moctezumite,Pb(UO2)(Te4+O3)2,Pb2+(U6+O2)(Te4+O3)2,IMA1965-004,Mexico,Approved,1
Modderite,Modderite,CoAs,CoAs,,South Africa,Approved,1
Modraite,Modraite,Ca19Fe2+Al4(Al6Fe2+2)([box]4)[box](SiO4)10(Si2O7)4(OH)10,Ca19Fe2+Al4(Al6Fe2+2)([box]4)[box](SiO4)10(Si2O7)4(OH)10,IMA2023-108a,Slovakia,"Approved,Pending publication",1
Moëloite,Moeloite,Pb6Sb6S14(S)3,Pb2+6Sb3+6S2-14(S3)2-,IMA1998-045,Italy,"Approved,Grandfathered",1
Mogánite,Moganite,SiO2·&lt;i&gt;n&lt;/i&gt;H2O,SiO2·&lt;i&gt;n&lt;/i&gt;H2O,IMA1999-035,Spain,Approved,1
Mogovidite,Mogovidite,"Na9(Ca,Na)12Fe2Zr3Si25O72(CO3)(OH)4","Na9(Ca,Na)12Fe3+2Zr4+3Si25O72(CO3)(OH)4",IMA2004-040,Russia,"Approved,Pending publication",1
Mohite,Mohite,Cu2SnS3,Cu1+2Sn4+S2-3,IMA1981-015,Uzbekistan,"Approved,Grandfathered",1
Möhnite,Mohnite,(NH4)K2Na(SO4)2,(N3-H4)K2Na(S6+O4)2,IMA2014-101,Chile,"Approved,Grandfathered",1
Mohrite,Mohrite,(NH4)2Fe2+(SO4)2·6H2O,(N3-H4)2Fe2+(S6+O4)2·6H2O,IMA1964-023,Italy,"Approved,Redefined",1
Moiraite,Moiraite,Pb12Sb8As8S36,Pb2+12Sb3+8As3+8S2-36,IMA2024-028,Canada,Approved,1
Moissanite,Moissanite,SiC,Si4+C4-,,USA (meteorite),"Approved,Renamed",1
Mojaveite,Mojaveite,Cu6[Te6+O4(OH)2](OH)7Cl,Cu2+6[Te6+O4(OH)2](OH)7Cl,IMA2013-120,USA,"Approved,Grandfathered",1
Molinelloite,Molinelloite,Cu(H2O)(OH)V4+O(V5+O4),Cu2+(H2O)(OH)V4+O(V5+O4),IMA2016-055,Italy,"Approved,Grandfathered",1
Moluranite,Moluranite,H4U4+(UO2)3(MoO4)7·18H2O,H4U4+(U6+O2)3(Mo6+O4)7·18H2O,,Russia,Approved,1
Molybdenite,Molybdenite,MoS2,Mo4+S2-2,,unknown,"Approved,Renamed",1
Molybdite,Molybdite,MoO3,Mo6+O3,IMA1963 s.p.,Czech Republic,Approved,1
Molybdofornacite,Molybdofornacite,CuPb2(MoO4)(AsO4)(OH),Cu2+Pb2+2Mo6+O4As5+O4(OH),IMA1982-062,Namibia,"Approved,Renamed",1
Molybdomenite,Molybdomenite,PbSe4+O3,Pb2+Se4+O3,IMA2007 s.p.,Argentina,Approved,1
Molybdophyllite,Molybdophyllite,Pb8Mg9[Si10O28(OH)8O2(CO3)3]·H2O,Pb2+8Mg9[Si10O30(OH)8(CO3)3]·H2O,,Sweden,Approved,1
Molysite,Molysite,FeCl3,Fe3+Cl3,,Italy,Approved,1
Momoiite,Momoiite,Mn2+3V3+2(SiO4)3,Mn2+3V3+2(SiO4)3,IMA2009-026,Japan,Approved,1
Monazite-(Ce),Monazite-(Ce),Ce(PO4),Ce3+PO4,IMA1966 s.p.,Russia,"Approved,Grandfathered",1
Monazite-(Gd),Monazite-(Gd),Gd(PO4),Gd(PO4),IMA2022-055,Slovakia,Approved,1
Monazite-(La),Monazite-(La),La(PO4),LaPO4,IMA1966 s.p.,Kazakhstan,"Approved,Questionable mineral species",1
Monazite-(Nd),Monazite-(Nd),Nd(PO4),NdPO4,IMA1986-052,Italy,Approved,1
Monazite-(Sm),Monazite-(Sm),Sm(PO4),SmPO4,IMA2001-001,Canada,"Approved,Grandfathered",1
Moncheite,Moncheite,"Pt(Te,Bi)2","Pt(Te,Bi)2",IMA1967 s.p.,Russia,"Approved,Redefined",1
Monchetundraite,Monchetundraite,Pd2NiTe2,Pd2NiTe2,IMA2019-020,Russia,"Approved,Grandfathered,Redefined",1
Monetite,Monetite,Ca(PO3OH),Ca(PO3OH),,Puerto Rico,"Approved,Redefined",1
Mongolite,Mongolite,Ca4Nb6Si5O24(OH)10·6H2O,Ca4Nb5+6Si5O24(OH)10·6H2O,IMA1983-027,Mongolia,"Approved,Grandfathered",1
Monimolite,Monimolite,Pb2Sb5+2O7,Pb2+2Sb5+2O7,IMA2013 s.p.,Sweden,Approved,1
Monipite,Monipite,MoNiP,MoNiP,IMA2007-033,Mexico (meteorite),Approved,1
Monohydrocalcite,Monohydrocalcite,Ca(CO3)·H2O,CaCO3·H2O,,Kyrgyzstan,"Approved,Grandfathered",1
Montanite,Montanite,Bi3+2Te6+O6·&lt;i&gt;n&lt;/i&gt;H2O (0 ≤ &lt;i&gt;n&lt;/i&gt; ≤ 2/3),Bi3+2Te6+O6·&lt;i&gt;n&lt;/i&gt;H2O (0 ≤ &lt;i&gt;n&lt;/i&gt; ≤ 2/3),IMA2022 s.p.,USA,"Approved,Renamed",1
Montbrayite,Montbrayite,"(Au,Ag,Sb,Bi,Pb)23(Te,Sb,Bi,Pb)38","(Au,Ag,Sb,Bi,Pb)23(Te,Sb,Bi,Pb)38",IMA2017 s.p.,Canada,Approved,1
Montdorite,Montdorite,"KFe2+1.5Mn2+0.5Mg0.5Si4O10(F,OH)2","KFe2+1.5Mn2+0.5Mg0.5Si4O10(F,OH)2",IMA1998 s.p.,France,Approved,1
Montebrasite,Montebrasite,LiAl(PO4)(OH),LiAlPO4(OH),,France,"Approved,Grandfathered",1
Monteneroite,Monteneroite,Cu2+Mn2+2(AsO4)2·8H2O,Cu2+Mn2+2(As5+O4)2·8H2O,IMA2020-028,Italy,"Approved,Grandfathered",1
