Mineral Name,Mineral Name (plain),Valence Chemistry,IMA Chemistry,IMA Number,Country of Type Locality,IMA Status,isMineral
Fluorsigaiite,Fluorsigaiite,Ca2Sr3(PO4)3F,Ca2Sr3(PO4)3F,IMA2021-087a,China,Approved,1
Fluorstrophite,Fluorstrophite,SrCaSr3(PO4)3F,SrCaSr3(PO4)3F,IMA2010 s.p.,Russia,"Approved,Renamed",1
Fluor-tsilaisite,Fluor-tsilaisite,NaMn2+3Al6(Si6O18)(BO3)3(OH)3F,NaMn2+3Al6(Si6O18)(BO3)3(OH)3F,IMA2012-044,Italy,Approved,1
Fluor-uvite,Fluor-uvite,CaMg3(Al5Mg)(Si6O18)(BO3)3(OH)3F,CaMg3(Al5Mg)(Si6O18)(BO3)3(OH)3F,IMA2011 s.p.,Sri Lanka,"Approved,Redefined",1
Fluorvesuvianite,Fluorvesuvianite,"Ca19(Al,Mg)13(SiO4)10(Si2O7)4O(F,OH)9","Ca19(Al,Mg)13(SiO4)10(Si2O7)4O(F,OH)9",IMA2000-037,Russia,Approved,1
Fluorwavellite,Fluorwavellite,Al3(PO4)2(OH)2F·5H2O,Al3(PO4)2(OH)2F·5H2O,IMA2015-077,USA,Approved,1
Flurlite,Flurlite,Zn2+Zn2+3Fe3+(PO4)3(OH)2(H2O)7·2H2O,Zn2+Zn2+3Fe3+(PO4)3(OH)2(H2O)7·2H2O,IMA2014-064,Germany,"Approved,Redefined",1
Foggite,Foggite,CaAl(PO4)(OH)2·H2O,CaAlPO4(OH)2·H2O,IMA1973-067,USA,Approved,1
Fogoite-(Y),Fogoite-(Y),Ca2Y2Na3Ti(Si2O7)2(OF)F2,Ca2Y2Na3Ti4+(Si2O7)2(OF)F2,IMA2014-098,Portugal,"Approved,Redefined",1
Foitite,Foitite,[box](Fe2+2Al)Al6(Si6O18)(BO3)3(OH)3(OH),[box](Fe2+2Al)Al6(Si6O18)(BO3)3(OH)3OH,IMA1992-034,USA,Approved,1
Folvikite,Folvikite,"Sb5+Mn3+(Mg,Mn2+)10O8(BO3)4","Sb5+Mn3+(Mg,Mn2+)10O8(BO3)4",IMA2016-026,Sweden,Approved,1
Fontanite,Fontanite,Ca(UO2)3(CO3)2O2·6H2O,Ca(U6+O2)3(CO3)2O2·6H2O,IMA1991-034,France,Approved,1
Fontarnauite,Fontarnauite,"(Na,K)2(Sr,Ca)(SO4)[B5O8(OH)](H2O)2","(Na,K)2(Sr,Ca)(S6+O4)[B5O8(OH)]·2H2O",IMA2009-096a,Turkey,Approved,1
Foordite,Foordite,Sn2+Nb2O6,Sn2+Nb5+2O6,IMA1984-070,Rwanda,Approved,1
Footemineite,Footemineite,Ca2Mn2+5Be4(PO4)6(OH)4·6H2O,Ca2Mn2+5Be4(PO4)6(OH)4·6H2O,IMA2006-029,USA,Approved,1
Forêtite,Foretite,"Cu2Al2(AsO4)(OH,O,H2O)6","Cu2+2Al2(As5+O4)(OH,O,H2O)6",IMA2011-100,France,Approved,1
Formanite-(Y),Formanite-(Y),YTaO4,YTa5+O4,IMA1987 s.p.,Australia,"Approved,Renamed",1
Formicaite,Formicaite,Ca(CHOO)2,Ca(HCOO)1-2,IMA1998-030,Russia,Approved,1
Fornacite,Fornacite,CuPb2(CrO4)(AsO4)(OH),Cu2+Pb2+2(Cr6+O4)(As5+O4)(OH),,Republic of the Congo,"Approved,Grandfathered",1
Forsterite,Forsterite,Mg2(SiO4),Mg2SiO4,,Italy,"Approved,Grandfathered",1
Foshagite,Foshagite,Ca4(SiO3)3(OH)2,Ca4(SiO3)3(OH)2,,USA,"Approved,Grandfathered",1
Fougèrite,Fougerite,Fe2+4Fe3+2(OH)12(CO3)·3H2O,Fe2+4Fe3+2(OH)12(CO3)·3H2O,IMA2003-057,France,"Approved,Redefined",1
Fourmarierite,Fourmarierite,Pb1-xO3-2x(UO2)4(OH)4+2x·4H2O,Pb2+1-xO3-2x(U6+O2)4(OH)4+2x·4H2O,,Democratic Republic of the Congo,"Approved,Grandfathered",1
Fowlerite,Fowlerite,"(Mn,Zn)SiO3","(Mn2+,Zn2+)SiO3",,USA,"Approved,Questionable mineral species",1
Fraipontite,Fraipontite,"(Zn,Al)3(Si,Al)2O5(OH)4","(Zn2+,Al)3(Si,Al)2O5(OH)4",,Belgium,"Approved,Grandfathered",1
Francevillite,Francevillite,Ba(UO2)2(VO4)2·5H2O,Ba(U6+O2)2(V5+O4)2·5H2O,IMA2007 s.p.,Gabon,"Approved,Renamed",1
Franciscanite,Franciscanite,Mn2+6(V5+[box])(SiO4)2O3(OH)3,Mn2+6(V5+[box])(SiO4)2O3(OH)3,IMA1985-038,USA,Approved,1
Francisite,Francisite,Cu3Bi(Se4+O3)2O2Cl,Cu2+3Bi3+(Se4+O3)2O2Cl,IMA1989-028,Australia,Approved,1
Franckeite,Franckeite,Pb21.7Sn9.3Fe4.0Sb8.1S56.9,"Pb2+21.7Sn4+9.3(Fe2+,Fe3+)4.0Sb3+8.1S2-56.9",,Bolivia,"Approved,Grandfathered",1
Francoanellite,Francoanellite,K3Al5(PO3OH)6(PO4)2·12H2O,K3Al5(PO3OH)6(PO4)2·12H2O,IMA1974-051,Italy,Approved,1
Françoisite-(Ce),Francoisite-(Ce),Ce(UO2)3O(OH)(PO4)2·6H2O,Ce3+(U6+O2)3(PO4)2O(OH)·6H2O,IMA2004-029,Switzerland / Australia,Approved,1
Françoisite-(Nd),Francoisite-(Nd),Nd(UO2)3O(OH)(PO4)2·6H2O,Nd(U6+O2)3(PO4)2O(OH)·6H2O,IMA1987-041,Democratic Republic of the Congo,Approved,1
Franconite,Franconite,NaNb2O5(OH)·3H2O,NaNb5+2O5(OH)·3H2O,IMA1981-006a,Canada,Approved,1
Frankamenite,Frankamenite,K3Na3Ca5Si12O30F3(OH)·H2O,K3Na3Ca5Si12O30F3(OH)·H2O,IMA1994-050,Russia,Approved,1
Frankdicksonite,Frankdicksonite,BaF2,BaF2,IMA1974-015,USA,Approved,1
Frankhawthorneite,Frankhawthorneite,Cu2Te6+O4(OH)2,Cu2+2Te6+O4(OH)2,IMA1993-047,USA,Approved,1
Franklinfurnaceite,Franklinfurnaceite,Ca2Mn2+3Mn3+Fe3+Zn2Si2O10(OH)8,Ca2Mn2+3Mn3+Fe3+Zn2+2Si2O10(OH)8,IMA1986-034,USA,Approved,1
Franklinite,Franklinite,ZnFe3+2O4,Zn2+Fe3+2O4,,USA,"Approved,Grandfathered",1
Franklinphilite,Franklinphilite,"(K,Na)4(Mn2+,Mg,Zn)48(Si,Al)72(O,OH)216·6H2O","(K,Na)4(Mn2+,Mg,Zn2+)48(Si,Al)72(O,OH)216·6H2O",IMA1990-050,USA,Approved,1
Franksousaite,Franksousaite,PbCu(Se6+O4)(OH)2,Pb2+Cu2+(Se6+O4)(OH)2,IMA2021-096,Bolivia,Approved,1
Fransoletite,Fransoletite,Ca3Be2(PO4)2(PO3OH)2·4H2O,Ca3Be2(PO4)2(PO3OH)2·4H2O,IMA1982-096,USA,Approved,1
Franzinite,Franzinite,"(Na,K)30Ca10(Si30Al30)O120(SO4)10·2H2O","(Na,K)30Ca10(Si30Al30)O120(S6+O4)10·2H2O",IMA1976-020,Italy,Approved,1
Freboldite,Freboldite,CoSe,CoSe,,Germany,"Approved,Grandfathered",1
Fredrikssonite,Fredrikssonite,Mg2Mn3+O2(BO3),Mg2Mn3+O2(BO3),IMA1983-040,Sweden,Approved,1
Freedite,Freedite,Cu1+Pb8(As3+O3)2O3Cl5,Cu1+Pb2+8(As3+O3)2O3Cl5,IMA1984-012,Sweden,Approved,1
Freieslebenite,Freieslebenite,AgPbSbS3,Ag1+Pb2+Sb3+S2-3,,Germany,"Approved,Grandfathered",1
Freitalite,Freitalite,C14H10,C14H10,IMA2019-116,Germany,Approved,1
Fresnoite,Fresnoite,Ba2TiO(Si2O7),Ba2Ti4+O(Si2O7),IMA1964-012,USA,Approved,1
Freudenbergite,Freudenbergite,Na(Ti4+3Fe3+)O8,Na(Ti4+3Fe3+)O8,IMA1967 s.p.,Germany,Approved,1
Friedelite,Friedelite,Mn2+8Si6O15(OH)10,Mn2+8Si6O15(OH)10,,France,"Approved,Grandfathered",1
Friedrichbeckeite,Friedrichbeckeite,K([box]Na)Mg2(Be2Mg)Si12O30,K([box]Na)Mg2(MgBe2Si12)O30,IMA2008-019,Germany,Approved,1
Friedrichite,Friedrichite,Cu5Pb5Bi7S18,Cu1+5Pb2+5Bi3+7S2-18,IMA1977-031,Austria,Approved,1
Friisite,Friisite,Pb8Al3Si8O27Cl3,Pb8Al3Si8O27Cl3,IMA2024-047,Sweden,"Approved,Pending publication",1
Fritzscheite,Fritzscheite,"Mn2+(UO2)2(VO4,PO4)2·4H2O","Mn2+(U6+O2)2(V5+O4,PO4)2·4H2O",,Czech Republic / Germany,"Approved,Grandfathered",1
Frohbergite,Frohbergite,FeTe2,FeTe2,,Canada,"Approved,Grandfathered",1
Frolovite,Frolovite,Ca[B(OH)4]2,Ca[B(OH)4]2,,Russia,"Approved,Grandfathered",1
Frondelite,Frondelite,(Mn2+0.5Fe3+0.5)2Fe3+3(PO4)3(OH)5,(Mn2+0.5Fe3+0.5)2Fe3+3(PO4)3(OH)5,,Brazil,"Approved,Grandfathered",1
Froodite,Froodite,PdBi2,PdBi2,,Canada,"Approved,Grandfathered",1
Fuchunite,Fuchunite,Ba(C2H3O3)2(C2H4O3)2,Ba(C2H3O3)1-2(C2H4O3)2,IMA2025-011,USA,"Approved,Pending publication",1
Fuenzalidaite,Fuenzalidaite,K3Na5Mg5(IO3)6(SO4)6·6H2O,K3Na5Mg5(I5+O3)6(S6+O4)6·6H2O,IMA1993-021,Chile,Approved,1
Fuettererite,Fuettererite,Pb3Cu2+6Te6+O6(OH)7Cl5,Pb2+3Cu2+6Te6+O6(OH)7Cl5,IMA2011-111,USA,Approved,1
Fukalite,Fukalite,Ca4Si2O6(CO3)(OH)2,Ca4Si2O6(CO3)(OH)2,IMA1976-003,Japan,Approved,1
Fukuchilite,Fukuchilite,Cu3FeS8,Cu2+3Fe2+(S2)2-4,IMA1967-009,Japan,Approved,1
Fulbrightite,Fulbrightite,Ca(VO)2(AsO4)2·4H2O,Ca(V4+O)2(As5+O4)2·4H2O,IMA2019-032,USA,Approved,1
Fülöppite,Fuloppite,Pb3Sb8S15,Pb2+3Sb3+8S2-15,,Romania,"Approved,Grandfathered",1
Furongite,Furongite,Al4(UO2)4(PO4)6(OH)2(H2O)19.5,Al13(U6+O2)7(PO4)13(OH)14·58H2O,IMA1982 s.p.,China,Approved,1
Furutobeite,Furutobeite,"(Cu,Ag)6PbS4","(Cu1+,Ag1+)6Pb2+S2-4",IMA1978-040,Japan,Approved,1
Fuyuanite,Fuyuanite,Mg7Nb6O18(OH)8,Mg7Nb5+6O18(OH)8,IMA2024-059,China,"Approved,Pending publication",1
Gabrielite,Gabrielite,Tl2AgCu2As3S7,Tl1+2Ag1+Cu1+2As3+3S2-7,IMA2002-053,Switzerland,Approved,1
Gabrielsonite,Gabrielsonite,PbFe3+(AsO3)O,Pb2+Fe3+(As3+O3)O,"IMA1966-011, IMA2017 s.p.",Sweden,"Approved,Redefined",1
Gachingite,Gachingite,Au(Te1-xSex) 0.2 ≈ x ≤ 0.5,Au(Te1-xSex) 0.2 ≈ x ≤ 0.5,IMA2021-008,Russia,Approved,1
Gadolinite-(Ce),Gadolinite-(Ce),Ce2Fe2+Be2O2(SiO4)2,Fe2+Be2Ce3+2(SiO4)2O2,IMA1987 s.p.,Norway,Approved,1
Gadolinite-(Nd),Gadolinite-(Nd),Nd2Fe2+Be2O2(SiO4)2,Nd2Fe2+Be2O2(SiO4)2,IMA2016-013,Sweden,Approved,1
Gadolinite-(Y),Gadolinite-(Y),Y2Fe2+Be2O2(SiO4)2,Fe2+Be2Y2(SiO4)2O2,IMA1987 s.p.,Sweden,"Approved,Renamed",1
Gagarinite-(Ce),Gagarinite-(Ce),NaCaCeF6,NaCaCe3+F6,IMA1993-038,Canada,"Approved,Redefined",1
Gagarinite-(Y),Gagarinite-(Y),NaCaYF6,NaCaYF6,IMA1967 s.p.,Kazakhstan,Approved,1
Gageite,Gageite,Mn2+21Si8O27(OH)20,Mn2+21Si8O27(OH)20,,USA,"Approved,Grandfathered",1
Gahnite,Gahnite,ZnAl2O4,Zn2+Al2O4,,Sweden,"Approved,Grandfathered",1
Gaidonnayite,Gaidonnayite,Na2ZrSi3O9·2H2O,Na2Zr4+Si3O9·2H2O,IMA1973-008,Canada,Approved,1
Gaildunningite,Gaildunningite,"Hg2+3[NHg2+2]18(Cl,I)24","Hg2+3[N3-Hg2+2]18(Cl,I1-)24",IMA2018-029,USA,Approved,1
Gainesite,Gainesite,"Na2(Be,Li)Zr2(PO4)4·1.5H2O","Na2(Be,Li)Zr4+2(PO4)4·1.5H2O",IMA1978-020,USA,Approved,1
Gaitite,Gaitite,Ca2Zn(AsO4)2·2H2O,Ca2+2Zn2+(As5+O4)2·2H2O,IMA1978-047,Namibia,Approved,1
Gajardoite,Gajardoite,KCa0.5As3+4O6Cl2·5H2O,KCa0.5As3+4O6Cl2·5H2O,IMA2015-040,Chile,Approved,1
Gajardoite-(NH_4_),Gajardoite-(NH4),(NH4)As3+4O6Cl2(Ca0.5[box]0.5)(H2O)5,(N3-H4)As3+4O6Cl2(Ca0.5[box]0.5)(H2O)5,IMA2023-070,Russia,Approved,1
Galaxite,Galaxite,Mn2+Al2O4,Mn2+Al2O4,,USA,"Approved,Grandfathered",1
Galeaclolusite,Galeaclolusite,Al6(AsO4)3(OH)9(H2O)4·8H2O,Al6(As5+O4)3(OH)9(H2O)4·8H2O,IMA2020-052,France,Approved,1
Galeite,Galeite,Na15(SO4)5ClF4,Na15(S6+O4)5ClF4,IMA1967 s.p.,USA,Approved,1
Galena,Galena,PbS,Pb2+S2-,,unknown,"Approved,Grandfathered",1
Galenobismutite,Galenobismutite,PbBi2S4,Pb2+Bi3+2S2-4,,Sweden,"Approved,Grandfathered",1
Galgenbergite-(Ce),Galgenbergite-(Ce),CaCe2(CO3)4·H2O,CaCe3+2(CO3)4·H2O,IMA1997-036,Austria,Approved,1
Galileiite,Galileiite,NaFe2+4(PO4)3,NaFe2+4(PO4)3,IMA1996-028,USA (meteorite),"Approved,Redefined",1
Galkhaite,Galkhaite,(Hg5Cu)CsAs4S12,(Hg2+5Cu1+)CsAs3+4S2-12,IMA1971-029,Kyrgyzstan / Russia,Approved,1
Galliskiite,Galliskiite,Ca4Al2(PO4)2F8·5H2O,Ca4Al2(PO4)2F8·5H2O,IMA2009-038,Argentina,Approved,1
Gallite,Gallite,CuGaS2,Cu1+Ga3+S2-2,,Democratic Republic of the Congo / Namibia,"Approved,Grandfathered",1
Gallobeudantite,Gallobeudantite,PbGa3(AsO4)(SO4)(OH)6,Pb2+Ga3+3(As5+O4)(S6+O4)(OH)6,IMA1994-021,Namibia,Approved,1
Galloplumbogummite,Galloplumbogummite,"Pb(Ga,Al,Ge)3(PO4)2(OH)6","Pb2+(Ga,Al)2Ge(PO4)2(OH)6",IMA2010-088,Namibia,Approved,1
Galuskinite,Galuskinite,Ca7(SiO4)3(CO3),Ca7(SiO4)3(CO3),IMA2010-075,Russia,Approved,1
Gamagarite,Gamagarite,Ba2Fe3+(VO4)2(OH),Ba2Fe3+(V5+O4)2(OH),,South Africa,"Approved,Grandfathered",1
Gananite,Gananite,BiF3,Bi3+F3,IMA1983-006,China,Approved,1
Ganomalite,Ganomalite,Pb9Ca6(Si2O7)4(SiO4)O,Pb2+3Ca2(SiO4)(Si2O7),,Sweden,"Approved,Grandfathered",1
Ganophyllite,Ganophyllite,"(K,Na)xMn2+6(Si,Al)10O24(OH)4·nH2O (x = 1-2; n = 7-11)","(K,Na)1-2Mn2+6(Si,Al)10O24(OH)4·7-11H2O",,Sweden,"Approved,Grandfathered",1
Ganterite,Ganterite,"Ba0.5(Na,K)0.5Al2(Si2.5Al1.5)O10(OH)2","Ba0.5(Na,K)0.5Al2(Si2.5Al1.5)O10(OH)2",IMA2000-033,Switzerland,Approved,1
Gaotaiite,Gaotaiite,Ir3Te8,Ir3Te8,IMA1993-017,China,Approved,1
Garavellite,Garavellite,FeSbBiS4,Fe2+Sb3+Bi3+S2-4,IMA1978-018,Italy,Approved,1
Garmite,Garmite,CsLiMg2(Si4O10)F2,CsLiMg2(Si4O10)F2,IMA2017-008,Tajikistan,Approved,1
Garpenbergite,Garpenbergite,Mn6AsSbO10(OH)2,Mn2+6As5+Sb5+O10(OH)2,IMA2020-099,Sweden,Approved,1
Garrelsite,Garrelsite,NaBa3B7Si2O16(OH)4,NaBa3B7Si2O16(OH)4,,USA,"Approved,Grandfathered",1
Garronite-Ca,Garronite-Ca,Ca3(Al6Si10O32)·14H2O,Ca3(Al6Si10O32)·14H2O,IMA1997 s.p.,United Kingdom,"Approved,Renamed",1
Garronite-Na,Garronite-Na,Na6(Al6Si10O32)·8.5H2O,Na6(Al6Si10O32)·8.5H2O,IMA2015-015,Canada,Approved,1
Gartrellite,Gartrellite,PbCuFe3+(AsO4)2(OH)·H2O,Pb2+Cu2+Fe3+(As5+O4)2(OH)·H2O,IMA1988-039,Australia,"Approved,Redefined",1
Garutiite,Garutiite,"(Ni,Fe,Ir)","(Ni,Fe,Ir)",IMA2008-055,Dominican Republic,Approved,1
Garyansellite,Garyansellite,Mg2Fe3+(PO4)2(OH)·2H2O,Mg2Fe3+(PO4)2(OH)·2H2O,IMA1981-019,Canada,Approved,1
Gasparite-(Ce),Gasparite-(Ce),Ce(AsO4),Ce3+As5+O4,IMA1986-031,Italy,Approved,1
Gasparite-(La),Gasparite-(La),La(AsO4),La3+(As5+O4),IMA2018-079,Kazakhstan,Approved,1
Gaspéite,Gaspeite,Ni(CO3),Ni2+CO3,IMA1965-029,Canada,"Approved,Renamed",1
Gatedalite,Gatedalite,ZrMn2+2Mn3+4O8(SiO4),Zr4+Mn2+2Mn3+4SiO12,IMA2013-091,Sweden,Approved,1
Gatehouseite,Gatehouseite,Mn2+5(PO4)2(OH)4,Mn2+5(PO4)2(OH)4,IMA1992-016,Australia,Approved,1
Gatelite-(Ce),Gatelite-(Ce),"(Ca,Ce)4(Al,Mg,Fe)4(Si2O7)(SiO4)3(O,F,OH)3","(Ca,Ce3+)4(Al,Mg,Fe2+)4(Si2O7)(SiO4)3(O,F,OH)3",IMA2001-050,France,Approved,1
Gatewayite,Gatewayite,Ca6(As3+V4+3V5+9As5+6O51)·31H2O,Ca6(As3+V4+3V5+9As5+6O51)·31H2O,IMA2014-096,USA,Approved,1
Gatumbaite,Gatumbaite,CaAl2(PO4)2(OH)2·H2O,CaAl2(PO4)2(OH)2·H2O,IMA1976-019,Rwanda,Approved,1
Gaudefroyite,Gaudefroyite,Ca4Mn3+3(BO3)3(CO3)O3,Ca4Mn3+3(BO3)3(CO3)O3,IMA1964-006,Morocco,Approved,1
Gaultite,Gaultite,Na4Zn2Si7O18·5H2O,Na4Zn2+2Si7O18·5H2O,IMA1992-040,Canada,Approved,1
Gauthierite,Gauthierite,KPb[(UO2)7O5(OH)7]·8H2O,KPb2+[(U6+O2)7O5(OH)7]·8H2O,IMA2016-004,Democratic Republic of the Congo,Approved,1
Gayite,Gayite,NaMnFe5(PO4)4(OH)6·2H2O,NaMn2+Fe3+5(PO4)4(OH)6·2H2O,IMA2008-056,Argentina,Approved,1
Gaylussite,Gaylussite,Na2Ca(CO3)2·5H2O,Na2Ca(CO3)2·5H2O,,Venezuela,"Approved,Grandfathered",1
Gazeevite,Gazeevite,BaCa6(SiO4)2(SO4)2O,BaCa6(SiO4)2(S6+O4)2O,IMA2015-037,Georgia / Israel,Approved,1
Gearksutite,Gearksutite,CaAlF4(OH)·H2O,CaAlF4(OH)·H2O,IMA1962 s.p.,Denmark (Greenland),Approved,1
Gebhardite,Gebhardite,Pb8As3+4O11Cl6,Pb2+8As3+4O11Cl6,IMA1979-071,Namibia,Approved,1
Gedrite,Gedrite,[box]Mg2(Mg3Al2)(Si6Al2)O22(OH)2,[box]Mg2(Mg3Al2)(Si6Al2)O22(OH)2,IMA2012 s.p.,France,"Approved,Redefined",1
Geerite,Geerite,Cu8S5,Cu8S5,IMA1978-024,USA,Approved,1
Geffroyite,Geffroyite,"(Cu,Fe,Ag)9Se8","(Cu,Fe,Ag)9Se8",IMA1980-090,France,Approved,1
Gehlenite,Gehlenite,Ca2Al(SiAl)O7,Ca2Al(SiAl)O7,,Italy,"Approved,Grandfathered",1
Geigerite,Geigerite,Mn2+5(AsO4)2(AsO3OH)2·10H2O,Mn2+5(As5+O4)2(As5+O3OH)2·10H2O,IMA1985-028,Switzerland,Approved,1
Geikielite,Geikielite,MgTiO3,MgTi4+O3,,Sri Lanka,"Approved,Grandfathered",1
Gelosaite,Gelosaite,BiMo6+(2-5x)Mo5+6xO7(OH)·H2O (0 &lt; x &lt; 0.4),Bi3+Mo6+(2-5x)Mo5+6xO7(OH)·H2O (0≤x≤0.4),IMA2009-022,Italy,Approved,1
Geminite,Geminite,Cu2+(AsO3OH)·H2O,Cu2+(As5+O3OH)·H2O,IMA1988-045,France,Approved,1
Gengenbachite,Gengenbachite,KFe3(H2PO4)2(HPO4)4·6H2O,KFe3+3(H2PO4)2(HPO4)4·6H2O,IMA2001-003b,Germany,Approved,1
Genkinite,Genkinite,Pt4Sb3,Pt4Sb3,IMA1976-051,South Africa,Approved,1
Genplesite,Genplesite,Ca3Sn(SO4)2(OH)6·3H2O,Ca3Sn4+(S6+O4)2(OH)6·3H2O,IMA2014-034,Russia,Approved,1
Genthelvite,Genthelvite,Be3Zn4(SiO4)3S,Be3Zn2+4(SiO4)3S2-,,USA,"Approved,Grandfathered",1
Geocronite,Geocronite,Pb14Sb6S23,Pb2+14Sb3+6S2-23,,Sweden,"Approved,Grandfathered",1
Georgbarsanovite,Georgbarsanovite,"Na12(Mn,Sr,REE)3Ca6Fe2+3Zr3NbSi25O76Cl2·H2O","Na12(Mn2+,Sr,REE)3Ca6Fe2+3Zr4+3Nb5+Si25O76Cl2·H2O",IMA2003-013,Russia,Approved,1
Georgbokiite,Georgbokiite,Cu5O2(Se4+O3)2Cl2,Cu2+5O2(Se4+O3)2Cl2,IMA1996-015,Russia,Approved,1
Georgechaoite,Georgechaoite,KNaZrSi3O9·2H2O,KNaZr4+Si3O9·2H2O,IMA1984-024,USA,Approved,1
George-ericksenite,George-ericksenite,Na6CaMg(IO3)6(CrO4)2·12H2O,Na6CaMg(I5+O3)6(Cr6+O4)2·12H2O,IMA1996-049,Chile,"Approved,Renamed",1
Georgeite,Georgeite,[Cu(OH)2-x(H2O)x][CO3]x/2,[Cu2+(OH)2-x(H2O)x][CO3]x/2,"IMA1977-004, IMA2023 s.p., IMA20",Australia,"Approved,Redefined",1
Georgerobinsonite,Georgerobinsonite,Pb4(CrO4)2(OH)2FCl,Pb2+4(Cr6+O4)2(OH)2FCl,IMA2009-068,USA,Approved,1
Georgiadesite,Georgiadesite,Pb4(As3+O3)Cl4(OH),Pb2+4(As3+O3)Cl4(OH),,Greece,"Approved,Grandfathered",1
Gerasimovskite,Gerasimovskite,"Mn2+(Ti,Nb)5O12·9H2O (?)",Mn2+Ti4+3Nb5+2O12·9H2O,,Russia,"Approved,Grandfathered",1
Gerdtremmelite,Gerdtremmelite,ZnAl2(AsO4)(OH)5,Zn2+Al2As5+O4(OH)5,IMA1983-049a,Namibia,Approved,1
Gerenite-(Y),Gerenite-(Y),"(Ca,Na,[box])2Y3Si6O18·2H2O",NaCaY3Si6O18·2H2O,IMA1993-034,Canada,Approved,1
Gerhardtite,Gerhardtite,Cu2(NO3)(OH)3,Cu2+2N5+O3(OH)3,,USA,"Approved,Grandfathered",1
Germanite,Germanite,Cu13Fe2Ge2S16,Cu1+8Cu2+5Fe3+2Ge4+2S2-16,,Namibia,"Approved,Grandfathered",1
Germanocolusite,Germanocolusite,Cu13VGe3S16,Cu1+9Cu2+4V3+Ge4+3S2-16,IMA1991-044,Russia / Kazakhstan / Namibia / Bulgaria,Approved,1
Gersdorffite,Gersdorffite,NiAsS,Ni3+(AsS)3-,IMA2022 s.p.,Austria,"Approved,Renamed",1
Gerstleyite,Gerstleyite,"Na2(Sb,As)8S13·2H2O","Na2(Sb,As)8S13·2H2O",,USA,"Approved,Grandfathered",1
Gerstmannite,Gerstmannite,Mn2+MgZn(SiO4)(OH)2,Mn2+MgZn2+SiO4(OH)2,IMA1975-030,USA,Approved,1
Geschieberite,Geschieberite,K2(UO2)(SO4)2·2H2O,K2(U6+O2)(S6+O4)2·2H2O,IMA2014-006,Czech Republic,Approved,1
Getchellite,Getchellite,SbAsS3,SbAsS3,IMA1965-010,USA,Approved,1
Geuerite,Geuerite,Ag2Tl4Pb4As22S40,Ag1+2Tl1+4Pb2+4As3+22S2-40,IMA2019-027a,Switzerland,"Approved,Pending publication",1
Geversite,Geversite,PtSb2,PtSb2,IMA1967 s.p.,South Africa,Approved,1
Ghiaraite,Ghiaraite,CaCl2·4H2O,CaCl2·4H2O,IMA2012-072,Italy,Approved,1
Giacovazzoite,Giacovazzoite,K5Fe3+3O(SO4)6·10H2O,K5Fe3+3O(S6+O4)6·10H2O,IMA2018-165,Italy,Approved,1
Gianellaite,Gianellaite,(Hg2N)2(SO4)(H2O)x,[(N3-Hg2+2)2](S6+O4)(H2O)&lt;i&gt;x&lt;/i&gt;,IMA1972-020,USA,Approved,1
Gibbsite,Gibbsite,Al(OH)3,Al(OH)3,IMA1962 s.p.,USA,Approved,1
Giessenite,Giessenite,"(Cu,Fe)2Pb26.4(Bi,Sb)19.6S57","(Cu1+,Fe2+)2Pb2+26.4(Bi3+,Sb3+)19.6S2-57",IMA1963-004,Switzerland,Approved,1
Giftgrubeite,Giftgrubeite,CaMn2Ca2(AsO4)2(AsO3OH)2·4H2O,CaMn2+2Ca2(As5+O4)2(As5+O3OH)2·4H2O,IMA2016-102,France,Approved,1
Gilalite,Gilalite,Cu5Si6O17·7H2O,Cu2+5Si6O17·7H2O,IMA1979-021,USA,Approved,1
Gillardite,Gillardite,Cu3NiCl2(OH)6,Cu2+3Ni2+Cl2(OH)6,IMA2006-041,Australia,Approved,1
Gillespite,Gillespite,BaFe2+Si4O10,BaFe2+Si4O10,,USA,Approved,1
Gillulyite,Gillulyite,Tl2As7.5Sb0.3S13,Tl2As7.5Sb0.3S13,IMA1989-029,USA,Approved,1
Gilmarite,Gilmarite,Cu2+3(AsO4)(OH)3,Cu2+3(As5+O4)(OH)3,IMA1996-017,France,Approved,1
Ginelfite,Ginelfite,"Ag2(Ag0.5Fe2+0.5)TlPb23.5(Sb,As)33.5S76","Ag1+2(Ag1+0.5Fe2+0.5)Tl1+Pb2+23.5(Sb3+,As3+)33.5S2-76",IMA2022-110,France,"Approved,Pending publication",1
Giniite,Giniite,Fe2+Fe3+4(PO4)4(OH)2·2H2O,Fe2+Fe3+4(PO4)4(OH)2·2H2O,IMA1977-017,Namibia,Approved,1
Ginorite,Ginorite,Ca2B14O20(OH)6·5H2O,Ca2B14O20(OH)6·5H2O,,Italy,"Approved,Grandfathered",1
Giorgiosite,Giorgiosite,Mg5(CO3)4(OH)2·5H2O,Mg5(CO3)4(OH)2·5H2O,,Greece,"Approved,Questionable mineral species",1
Giraudite-(Zn),Giraudite-(Zn),Cu6(Cu4Zn2)As4Se13,Cu1+6(Cu1+4Zn2+2)As3+4Se2-13,"IMA1980-089, IMA2019 s.p.",France,"Approved,Redefined",1
Girvasite,Girvasite,NaCa2Mg3(PO4)3(CO3)(H2O)6,NaCa2Mg3(PO4)3(CO3)(H2O)6,IMA1988-046,Russia,Approved,1
