kingdom,division,class,order,family,genus,species,subspecies,variety,species author,species source,species lsid,species common name,subspecies author,subspecies source,subspecies lsid,subspecies common name,variety author,variety source,variety lsid,variety common name
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,tenerrimus,,,J.Presl & C.Presl,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c1167a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,tenuiculmis,,guineensis,Boeck.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c11544-29c1-102b-9a4a-00304854f820:ac2008,,,,,,(Nelmes) S.S.Hooper,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f6687664-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,tenuiculmis,,schweinfurthianus,Boeck.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c11544-29c1-102b-9a4a-00304854f820:ac2008,,,,,,(Boeck.) S.S.Hooper,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f6687538-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,tenuiculmis,,tenuiculmis,Boeck.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c11544-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f6541fca-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,tenuiculmis,,,Boeck.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c11544-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,tenuiflorus,,,Rottb.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c11418-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,tenuis,,,Sw.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c112e2-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,tenuispica,,,Steud.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c111ac-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,tenuispiculatus,,,Boeck.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c11076-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,tetracarpus,,,Boeck.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c10f4a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,tetragonus,,,Elliott,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c10e14-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,tetraphyllus,,,R.Br.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c10cde-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,textilis,,,Thunb.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c10bb2-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,thomsonii,,,Boeck.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c10a7c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,thorelii,,,Camus,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c10946-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,thorncroftii,,,McClean,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c10810-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,thunbergii,,,Vahl,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c106e4-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,thyrsiflorus,,,Jungh. ex Schltdl.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c105ae-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,tomaiophyllus,,,K.Schum.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c10478-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,tonkinensis,,baikiei,C.B.Clarke,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c1034c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,(C.B.Clarke ex Kük.) S.S.Hooper,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f66872ea-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,tonkinensis,,tonkinensis,C.B.Clarke,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c1034c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f6542218-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,tonkinensis,,,C.B.Clarke,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c1034c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,trachysanthos,,,Hook. & Arn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c10216-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,trailii,,,C.B.Clarke,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c100e0-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,trialatus,,,(Boeck.) J.Kern,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0ffb4-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,trichodes,,,Griseb.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0fe7e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,trigonellus,,,Suess.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0fd48-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,trinervis,,,R.Br.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0fc12-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,trisulcus,,,D.Don,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0fadc-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,tuberosus,,,Rottb.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0f974-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,turbatus,,,Baijnath,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0f834-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,turrialbanus,,,Gómez-Laur.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0f6fe-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,turrillii,,,Kük.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0f5d2-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,tweediei,,,C.B.Clarke,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0f49c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,uncinulatus,,,Schrad. ex Nees,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0f230-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,undulatus,,,Kük.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0f0fa-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,unicolor,,,Boeck.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0efce-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,unifolius,,,Boeck.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0ed62-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,urbanii,,,Boeck.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0eb00-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,usitatus,,macrobulbosus,Burch. ex Roem. & Schult.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0e9ca-29c1-102b-9a4a-00304854f820:ac2008,,,,,,Kük.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f6687092-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,usitatus,,stuhlmannii,Burch. ex Roem. & Schult.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0e9ca-29c1-102b-9a4a-00304854f820:ac2008,,,,,,(C.B.Clarke ex K.Schum.) Lye,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f6686e3a-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,usitatus,,,Burch. ex Roem. & Schult.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0e9ca-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,usitatus,palmatus,,Burch. ex Roem. & Schult.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0e9ca-29c1-102b-9a4a-00304854f820:ac2008,,Lye,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f6686f66-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,usitatus,usitatus,,Burch. ex Roem. & Schult.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0e9ca-29c1-102b-9a4a-00304854f820:ac2008,,,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f6542470-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,ustulatus,,,A.Rich.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0e89e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,vaginatus,,,R.Br.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0e768-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,varicus,,,(C.B.Clarke ex Cherm.) Kük.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0e4f2-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,ventricosus,,,R.Br.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0e1e6-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,vestitus,,,Hochst. ex C.Krauss,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0e0b0-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,vexillatus,,,Peter ex Kük.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0df2a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,victoriensis,,,C.B.Clarke,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0ddf4-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,virens,,minarum,Michx.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0dcbe-29c1-102b-9a4a-00304854f820:ac2008,,,,,,(Boeck.) Denton,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f6686be2-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,virens,,montanus,Michx.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0dcbe-29c1-102b-9a4a-00304854f820:ac2008,,,,,,(Boeck.) Deuton,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f6686ab6-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,virens,,virens,Michx.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0dcbe-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f6542718-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,virens,,,Michx.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0dcbe-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,viscidulus,,,K.L.Wilson,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0d926-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,volckmannii,,,Phil.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0d7f0-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,volodia,,,Cherm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0d6ba-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,vorsteri,,,K.L.Wilson,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0d584-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,wallichianus,,,Spreng.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0d322-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,whitmeei,,,(C.B.Clarke) Kük.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0d0c0-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,wilburii,,,G.C.Tucker,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0cf8a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,wissmannii,,,O.Schwartz,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0ce5e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,xanthostachyus,,,Steud.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0cbf2-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,xerophilus,,,Cherm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0cac6-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,zanzibarensis,,,C.B.Clarke,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0c990-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,zollingeri,,,Steud.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0c85a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,zollingerioides,,,C.B.Clarke,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0c6fc-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,zonatus,,,Kük.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0c558-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cypringlea,analecta,,,(Beetle) M.T.Strong,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0c0a8-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cypringlea,coahuilensis,,,(Svenson) M.T.Strong,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c0bf7c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Desmoschoenus,spiralis,,,(A.Rich.) Hook.f.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1c04830-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Diplacrum,africanum,,,(Benth.) C.B.Clarke,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b6e470-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Diplacrum,capitatum,,,(Willd.) Boeck.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b6e33a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Diplacrum,caricinum,,,R.Br.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b6e20e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Diplacrum,exiguum,,,(J.Kern) T.Koyama,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b6e0e2-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Diplacrum,guianense,,,(Nees) T.Koyama,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b6dfb6-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Diplacrum,mitracarpoides,,,(Standl. & L.O.Williams) C.D.Adams,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b6de8a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Diplacrum,pygmaeopsis,,,(J.Kern) T.Koyama,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b6dd54-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Diplacrum,pygmaeum,,,(R.Br.) Nees ex Boeck.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b6dc28-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Diplasia,karatifolia,,,Rich. ex Pers.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b6dab6-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Dulichium,arundinaceum,,arundinaceum,(L.) Britton,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b6aa50-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f65466d8-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Dulichium,arundinaceum,,boreale,(L.) Britton,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b6aa50-29c1-102b-9a4a-00304854f820:ac2008,,,,,,Lepage,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f6681b42-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Dulichium,arundinaceum,,,(L.) Britton,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b6aa50-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Egleria,fluctuans,,,L.T.Eiten,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b5edea-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,abnorma,,,Y.D.Chen,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b5b30c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,acicularis,,porcata,(L.) Roem. & Schult.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b5b1e0-29c1-102b-9a4a-00304854f820:ac2008,,,,,,S.G.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f6680a08-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,acicularis,,,(L.) Roem. & Schult.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b5b1e0-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,acicularis,acicularis,,(L.) Roem. & Schult.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b5b1e0-29c1-102b-9a4a-00304854f820:ac2008,,,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f65479d4-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,acicularis,yokoscensis,,(L.) Roem. & Schult.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b5b1e0-29c1-102b-9a4a-00304854f820:ac2008,,(Franch. & Sav.) T.V.Egorova,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f66808dc-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,acuta,,,R.Br.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b5af7e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,acutangula,,,(Roxb.) Schult.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b5ae52-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,aestuum,,,D.M.Hines ex A.Haines,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b5abaa-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,albibracteata,,albibracteata,Nees & Meyen ex Kunth,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b5aa74-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f6547d58-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,albibracteata,,nubigena,Nees & Meyen ex Kunth,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b5aa74-29c1-102b-9a4a-00304854f820:ac2008,,,,,,(C.B.Clarke) Boros,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f6680684-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,albibracteata,,,Nees & Meyen ex Kunth,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b5aa74-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,albida,,,Torr.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1b5a902-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
