kingdom,division,class,order,family,genus,species,subspecies,variety,species author,species source,species lsid,species common name,subspecies author,subspecies source,subspecies lsid,subspecies common name,variety author,variety source,variety lsid,variety common name
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,dichlamydea,,trinitensis,Baker,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1de0834-29c1-102b-9a4a-00304854f820:ac2008,,,,,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f66cfcac-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,dichlamydea,,,Baker,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1de0834-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,digitata,,,L.B.Sm. & Read,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1de0708-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,discordiae,,,Leme,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1de05dc-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,distichantha,,distichantha,Lem.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1de04b0-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f64f8492-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,distichantha,,glaziovii,Lem.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1de04b0-29c1-102b-9a4a-00304854f820:ac2008,,,,,,(Baker) L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f66cfa5e-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,distichantha,,schlumbergeri,Lem.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1de04b0-29c1-102b-9a4a-00304854f820:ac2008,,,,,,E.Morren ex Mez,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f66cf93c-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,distichantha,,vernicosa,Lem.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1de04b0-29c1-102b-9a4a-00304854f820:ac2008,,,,,,E.Pereira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f66cf806-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,distichantha,,,Lem.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1de04b0-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,downsiana,,,Pittendr.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1de037a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,drakeana,,,André,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1de024e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,echinata,,,(Leme) Leme,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1de0122-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,egleriana,,egleriana,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddffec-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f64f8816-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,egleriana,,major,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddffec-29c1-102b-9a4a-00304854f820:ac2008,,,,,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f66cf536-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,egleriana,,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddffec-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,emmerichiae,,,Leme,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddfec0-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,entringeri,,,Leme,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddfd94-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,esseri,,,Gross & Rauh,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddfc68-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,eurycorymbus,,,Harms,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddfb32-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,farinosa,,,(Regel) L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddfa06-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,fasciata,,,(Lindl.) Baker,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddf8da-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,fendleri,,,Andrews ex Mez,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddf7ae-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,fernandae,,,(E.Morren) Baker,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddf682-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,ferruginea,,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddf54c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,filicaulis,,,(Griseb.) Mez,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddf420-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,flavorosea,,,E.Pereira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddf2f4-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,flemingii,,,H.E.Luther,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddf1c8-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,floribunda,,,Mart. ex Schult. & Schult.f.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddf09c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,fosteriana,,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddef70-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,fosteriana,fosteriana,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddef70-29c1-102b-9a4a-00304854f820:ac2008,,,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f64f8fbe-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,fosteriana,rupicola,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddef70-29c1-102b-9a4a-00304854f820:ac2008,,Leme,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f66cf2e8-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,fraseri,,,Baker,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddee3a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,frassyi,,,Leme & J.A.Siqueira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1dded0e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,fraudulosa,,,Mez,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddeba6-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,fuerstenbergii,,,E.Morren & Wittm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddea70-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,fulgens,,,Brongn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1dde944-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,gamosepala,,gamosepala,Wittm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1dde80e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f64f9338-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,gamosepala,,nivea,Wittm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1dde80e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,Reitz,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f66cf090-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,gamosepala,,,Wittm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1dde80e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,geminiflora,,,(Harms) L.B.Sm. & M.A.Spencer,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1dde624-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,germinyana,,,(Carrière) Baker,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1dde4e4-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,gigantea,,,Baker,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1dde3b8-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,glandulosa,,,Leme,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1dde28c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,gracilis,,,Lindm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1dde160-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,grandibracteata,,,Philcox,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1dde034-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,grazielae,,,Martinelli & Leme,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1dddefe-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,guaratubensis,,,E.Pereira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddddd2-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,gurkeniana,,,E.Pereira & Moutinho,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1dddca6-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,gustavoi,,,J.A.Siqueira & Leme,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1dddb7a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,haltonii,,,H.E.Luther,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddda4e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,hellae,,,W.Weber,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddd922-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,hoppii,,,(Harms) L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddd7f6-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,huebneri,,,Harms,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddd6ca-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,iguana,,,Wittm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddd59e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,incompta,,,Leme & H.E.Luther,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddd472-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,involucrata,,,André,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddd33c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,itapoana,,,W.Till & Morowetz,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddd210-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,joannis,,,Strehl,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f0cba1a4-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,kautskyana,,,E.Pereira & L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddd0e4-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,kentii,,,(H.E.Luther) L.B.Sm. & M.A.Spencer,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddcfb8-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,kertesziae,,,Reitz,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddce8c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,kleinii,,,Reitz,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddcd56-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,koesteri,,,Manzan.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f0c6b7f2-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,kuntzeana,,,Mez,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddcc2a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,laevigata,,,Leme,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f0c6b91e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,lamarchei,,,Mez,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddcafe-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,lanata,,,(L.B.Sm.) L.B.Sm. & M.A.Spencer,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddc9d2-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,lanjouwii,,,(L.B.Sm.) L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddc8a6-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,lasseri,,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddc77a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,leonard-kentiana,,,H.E.Luther & Leme,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddc644-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,leppardii,,,Philcox,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddc518-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,leucolepis,,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddc3ec-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,lingulata,,froesii,(L.) Baker,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddc2c0-29c1-102b-9a4a-00304854f820:ac2008,,,,,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f66cef64-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,lingulata,,lingulata,(L.) Baker,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddc2c0-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f64f97e8-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,lingulata,,patentissima,(L.) Baker,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddc2c0-29c1-102b-9a4a-00304854f820:ac2008,,,,,,(Mart. ex Schult. & Schult.f.) L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f66ced16-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,lingulata,,,(L.) Baker,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddc2c0-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,lingulatoides,,,Leme & H.E.Luther,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddc194-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,linharesiorum,,,Leme,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddc068-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,longicuspis,,,Baker,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddbf3c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,longifolia,,,(Rudge) L.B.Sm. & M.A.Spencer,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddbe10-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,lueddemanniana,,,(K.Koch) Mez,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddbce4-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,lugoi,,,(Gilmartin & H.E.Luther) L.B.Sm. & M.A.Spencer,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddbbae-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,lymanii,,,W.Weber,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddba82-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,maasii,,,Gouda & W.Till,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddb956-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,macrochlamys,,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddb82a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,maculata,,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddb6fe-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,magdalenae,,,(André) André ex Baker,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddb5c8-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,manzanaresiana,,,H.E.Luther,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddb49c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,marauensis,,,Leme,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddb334-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,marginalis,,,Leme & J.A.Siqueira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddb1ea-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,mariae-reginae,,,H.Wendl.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddb032-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,matudae,,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddaefc-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,mcvaughii,,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddadd0-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,melinonii,,,Hook.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddaca4-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,mertensii,,,(G.Mey.) Schult. & Schult.f.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddab78-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,mexicana,,,Baker,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1ddaa4c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,microcephala,,,E.Pereira & Leme,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1dda920-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,milsteiniana,,,L.B.Sm. & Read,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1dda7f4-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,miniata,,,(Beer) Baker,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1dda6be-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,mollis,,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f1dda592-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
