kingdom,phylum,class,order,family,genus,species,subspecies,family common name,species author,species source,species lsid,species common name,subspecies author,subspecies source,subspecies lsid,subspecies common name
Animalia,Chordata,Mammalia,Rodentia,Muridae,Megalomys,desmarestii,,"souris, voles, campagnols, mice, rats","(J. Fischer, 1829)",ITIS,urn:lsid:catalogueoflife.org:taxon:f348680e-29c1-102b-9a4a-00304854f820:ac2008,Antillean giant rice rat,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Megalomys,luciae,,"souris, voles, campagnols, mice, rats","(Forsyth Major, 1901)",ITIS,urn:lsid:catalogueoflife.org:taxon:f3486a02-29c1-102b-9a4a-00304854f820:ac2008,Santa Lucia giant rice rat,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melanomys,caliginosus,,"souris, voles, campagnols, mice, rats","(Tomes, 1860)",ITIS,urn:lsid:catalogueoflife.org:taxon:f3486bec-29c1-102b-9a4a-00304854f820:ac2008,dusky rice rat,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melanomys,robustulus,,"souris, voles, campagnols, mice, rats","Thomas, 1914",ITIS,urn:lsid:catalogueoflife.org:taxon:f3486dcc-29c1-102b-9a4a-00304854f820:ac2008,robust dark rice rat,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melanomys,zunigae,,"souris, voles, campagnols, mice, rats","(Sanborn, 1949)",ITIS,urn:lsid:catalogueoflife.org:taxon:f3486f98-29c1-102b-9a4a-00304854f820:ac2008,Zuniga's dark rice rat,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melasmothrix,naso,,"souris, voles, campagnols, mice, rats","Miller and Hollister, 1921",ITIS,urn:lsid:catalogueoflife.org:taxon:f342db6e-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,aerosus,,"souris, voles, campagnols, mice, rats","(Thomas, 1920)",ITIS,urn:lsid:catalogueoflife.org:taxon:f342dd58-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,bougainville,,"souris, voles, campagnols, mice, rats","Troughton, 1936",ITIS,urn:lsid:catalogueoflife.org:taxon:f342df42-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,burtoni,,"souris, voles, campagnols, mice, rats","(Ramsay, 1887)",ITIS,urn:lsid:catalogueoflife.org:taxon:f342e136-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,capensis,,"souris, voles, campagnols, mice, rats","Tate, 1951",ITIS,urn:lsid:catalogueoflife.org:taxon:f342e32a-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,cervinipes,,"souris, voles, campagnols, mice, rats","(Gould, 1852)",ITIS,urn:lsid:catalogueoflife.org:taxon:f342e50a-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,fellowsi,,"souris, voles, campagnols, mice, rats","Hinton, 1943",ITIS,urn:lsid:catalogueoflife.org:taxon:f342e6ea-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,fraterculus,,"souris, voles, campagnols, mice, rats","(Thomas, 1920)",ITIS,urn:lsid:catalogueoflife.org:taxon:f342e8de-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,gracilis,,"souris, voles, campagnols, mice, rats","(Thomas, 1906)",ITIS,urn:lsid:catalogueoflife.org:taxon:f342ead2-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,lanosus,,"souris, voles, campagnols, mice, rats","Thomas, 1922",ITIS,urn:lsid:catalogueoflife.org:taxon:f342ecc6-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,leucogaster,,"souris, voles, campagnols, mice, rats","(Jentink, 1908)",ITIS,urn:lsid:catalogueoflife.org:taxon:f342eea6-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,levipes,,"souris, voles, campagnols, mice, rats","(Thomas, 1897)",ITIS,urn:lsid:catalogueoflife.org:taxon:f342f07c-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,lorentzii,,"souris, voles, campagnols, mice, rats","(Jentink, 1908)",ITIS,urn:lsid:catalogueoflife.org:taxon:f342f266-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,mollis,,"souris, voles, campagnols, mice, rats","(Thomas, 1913)",ITIS,urn:lsid:catalogueoflife.org:taxon:f342f55e-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,moncktoni,,"souris, voles, campagnols, mice, rats","(Thomas, 1904)",ITIS,urn:lsid:catalogueoflife.org:taxon:f342f748-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,obiensis,,"souris, voles, campagnols, mice, rats","(Thomas, 1911)",ITIS,urn:lsid:catalogueoflife.org:taxon:f342f950-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,platyops,,"souris, voles, campagnols, mice, rats","(Thomas, 1906)",ITIS,urn:lsid:catalogueoflife.org:taxon:f342fb94-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,rattoides,,"souris, voles, campagnols, mice, rats","Thomas, 1922",ITIS,urn:lsid:catalogueoflife.org:taxon:f342fda6-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,rubex,,"souris, voles, campagnols, mice, rats","Thomas, 1922",ITIS,urn:lsid:catalogueoflife.org:taxon:f342ff86-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,rubicola,,"souris, voles, campagnols, mice, rats","Thomas, 1924",ITIS,urn:lsid:catalogueoflife.org:taxon:f34301ac-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,rufescens,,"souris, voles, campagnols, mice, rats","(Alston, 1877)",ITIS,urn:lsid:catalogueoflife.org:taxon:f3430396-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Melomys,spechti,,"souris, voles, campagnols, mice, rats","Flannery and Wickler, 1990",ITIS,urn:lsid:catalogueoflife.org:taxon:f34305a8-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,arimalius,,"souris, voles, campagnols, mice, rats","Cheesman and Hinton, 1924",ITIS,urn:lsid:catalogueoflife.org:taxon:f347208e-29c1-102b-9a4a-00304854f820:ac2008,Arabian jird,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,chengi,,"souris, voles, campagnols, mice, rats","Wang, 1964",ITIS,urn:lsid:catalogueoflife.org:taxon:f347225a-29c1-102b-9a4a-00304854f820:ac2008,Cheng's jird,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,crassus,,"souris, voles, campagnols, mice, rats","Sundevall, 1842",ITIS,urn:lsid:catalogueoflife.org:taxon:f347261a-29c1-102b-9a4a-00304854f820:ac2008,Sundevall's jird,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,dahli,,"souris, voles, campagnols, mice, rats","Shidlovsky, 1962",ITIS,urn:lsid:catalogueoflife.org:taxon:f3472430-29c1-102b-9a4a-00304854f820:ac2008,Dahl's jird,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,hurrianae,,"souris, voles, campagnols, mice, rats","Jordon, 1867",ITIS,urn:lsid:catalogueoflife.org:taxon:f34727d2-29c1-102b-9a4a-00304854f820:ac2008,Indian desert jird,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,libycus,,"souris, voles, campagnols, mice, rats","Lichtenstein, 1823",ITIS,urn:lsid:catalogueoflife.org:taxon:f347299e-29c1-102b-9a4a-00304854f820:ac2008,Libyan jird,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,meridianus,,"souris, voles, campagnols, mice, rats","(Pallas, 1773)",ITIS,urn:lsid:catalogueoflife.org:taxon:f3472b74-29c1-102b-9a4a-00304854f820:ac2008,mid-day jird,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,persicus,,"souris, voles, campagnols, mice, rats","(Blanford, 1875)",ITIS,urn:lsid:catalogueoflife.org:taxon:f3472d40-29c1-102b-9a4a-00304854f820:ac2008,Persian jird,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,rex,,"souris, voles, campagnols, mice, rats","Yerbury and Thomas, 1895",ITIS,urn:lsid:catalogueoflife.org:taxon:f3472f16-29c1-102b-9a4a-00304854f820:ac2008,king jird,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,sacramenti,,"souris, voles, campagnols, mice, rats","Thomas, 1922",ITIS,urn:lsid:catalogueoflife.org:taxon:f34730f6-29c1-102b-9a4a-00304854f820:ac2008,Buxton's jird,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,shawi,,"souris, voles, campagnols, mice, rats","(Duvernoy, 1842)",ITIS,urn:lsid:catalogueoflife.org:taxon:f34732ea-29c1-102b-9a4a-00304854f820:ac2008,Shaw's jird,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,tamariscinus,,"souris, voles, campagnols, mice, rats","(Pallas, 1773)",ITIS,urn:lsid:catalogueoflife.org:taxon:f34734c0-29c1-102b-9a4a-00304854f820:ac2008,Tamarisk jird,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,tristrami,,"souris, voles, campagnols, mice, rats","Thomas, 1892",ITIS,urn:lsid:catalogueoflife.org:taxon:f347368c-29c1-102b-9a4a-00304854f820:ac2008,Tristram's jird,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,unguiculatus,,"souris, voles, campagnols, mice, rats","(Milne-Edwards, 1867)",ITIS,urn:lsid:catalogueoflife.org:taxon:f3473858-29c1-102b-9a4a-00304854f820:ac2008,Mongolian jird,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,vinogradovi,,"souris, voles, campagnols, mice, rats","Heptner, 1931",ITIS,urn:lsid:catalogueoflife.org:taxon:f3473a4c-29c1-102b-9a4a-00304854f820:ac2008,Vinogradov's jird,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,zarudnyi,,"souris, voles, campagnols, mice, rats","Heptner, 1937",ITIS,urn:lsid:catalogueoflife.org:taxon:f3473c22-29c1-102b-9a4a-00304854f820:ac2008,Zarudny's jird,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mesembriomys,gouldii,,"souris, voles, campagnols, mice, rats","(Gray, 1843)",ITIS,urn:lsid:catalogueoflife.org:taxon:f3430788-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mesembriomys,macrurus,,"souris, voles, campagnols, mice, rats","(Peters, 1876)",ITIS,urn:lsid:catalogueoflife.org:taxon:f3430972-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mesocricetus,auratus,,"souris, voles, campagnols, mice, rats","(Waterhouse, 1839)",ITIS,urn:lsid:catalogueoflife.org:taxon:f34551f0-29c1-102b-9a4a-00304854f820:ac2008,golden hamster,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mesocricetus,brandti,,"souris, voles, campagnols, mice, rats","(Nehring, 1898)",ITIS,urn:lsid:catalogueoflife.org:taxon:f34553a8-29c1-102b-9a4a-00304854f820:ac2008,Brandt's hamster,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mesocricetus,newtoni,,"souris, voles, campagnols, mice, rats","(Nehring, 1898)",ITIS,urn:lsid:catalogueoflife.org:taxon:f345561e-29c1-102b-9a4a-00304854f820:ac2008,Romanian hamster,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mesocricetus,raddei,,"souris, voles, campagnols, mice, rats","(Nehring, 1894)",ITIS,urn:lsid:catalogueoflife.org:taxon:f3455916-29c1-102b-9a4a-00304854f820:ac2008,ciscaucasian hamster,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microdillus,peeli,,"souris, voles, campagnols, mice, rats","(de Winton, 1898)",ITIS,urn:lsid:catalogueoflife.org:taxon:f3473df8-29c1-102b-9a4a-00304854f820:ac2008,Somali pygmy gerbil,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microhydromys,musseri,,"souris, voles, campagnols, mice, rats","Flannery, 1989",ITIS,urn:lsid:catalogueoflife.org:taxon:f3430d46-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microhydromys,richardsoni,,"souris, voles, campagnols, mice, rats","Tate and Archbold, 1941",ITIS,urn:lsid:catalogueoflife.org:taxon:f3430b5c-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Micromys,minutus,,"souris, voles, campagnols, mice, rats","(Pallas, 1771)",ITIS,urn:lsid:catalogueoflife.org:taxon:f3430f3a-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microryzomys,altissimus,,"souris, voles, campagnols, mice, rats","(Osgood, 1933)",ITIS,urn:lsid:catalogueoflife.org:taxon:f348718c-29c1-102b-9a4a-00304854f820:ac2008,highland small rice rat,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microryzomys,minutus,,"souris, voles, campagnols, mice, rats","(Tomes, 1860)",ITIS,urn:lsid:catalogueoflife.org:taxon:f3487362-29c1-102b-9a4a-00304854f820:ac2008,forest small rice rat,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,abbreviatus,,"souris, voles, campagnols, mice, rats","Miller, 1899",ITIS,urn:lsid:catalogueoflife.org:taxon:efbe3ac4-29c1-102b-9a4a-00304854f820:ac2008,St. Matthews Island vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,agrestis,,"souris, voles, campagnols, mice, rats","(Linnaeus, 1761)",ITIS,urn:lsid:catalogueoflife.org:taxon:f3463868-29c1-102b-9a4a-00304854f820:ac2008,field vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,arvalis,,"souris, voles, campagnols, mice, rats","(Pallas, 1778)",ITIS,urn:lsid:catalogueoflife.org:taxon:f3463a5c-29c1-102b-9a4a-00304854f820:ac2008,common vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,bavaricus,,"souris, voles, campagnols, mice, rats","König, 1962",ITIS,urn:lsid:catalogueoflife.org:taxon:f3463c3c-29c1-102b-9a4a-00304854f820:ac2008,Bavarian pine vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,breweri,,"souris, voles, campagnols, mice, rats","(Baird, 1857)",ITIS,urn:lsid:catalogueoflife.org:taxon:debd5a7a-29c1-102b-9a4a-00304854f820:ac2008,beach vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,cabrerae,,"souris, voles, campagnols, mice, rats","Thomas, 1906",ITIS,urn:lsid:catalogueoflife.org:taxon:f3463e26-29c1-102b-9a4a-00304854f820:ac2008,Cabrera's vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,californicus,,"souris, voles, campagnols, mice, rats","(Peale, 1848)",ITIS,urn:lsid:catalogueoflife.org:taxon:debd5354-29c1-102b-9a4a-00304854f820:ac2008,California vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,californicus,californicus,"souris, voles, campagnols, mice, rats","(Peale, 1848)",ITIS,urn:lsid:catalogueoflife.org:taxon:debd5354-29c1-102b-9a4a-00304854f820:ac2008,California vole,"(Peale, 1848)",ITIS,urn:lsid:catalogueoflife.org:taxon:f4b4f86a-29c1-102b-9a4a-00304854f820:ac2008,California vole
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,californicus,scirpensis,"souris, voles, campagnols, mice, rats","(Peale, 1848)",ITIS,urn:lsid:catalogueoflife.org:taxon:debd5354-29c1-102b-9a4a-00304854f820:ac2008,California vole,"V. Bailey, 1900",ITIS,urn:lsid:catalogueoflife.org:taxon:f4f11908-29c1-102b-9a4a-00304854f820:ac2008,Amargosa vole
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,canicaudus,,"souris, voles, campagnols, mice, rats","Miller, 1897",ITIS,urn:lsid:catalogueoflife.org:taxon:debd5476-29c1-102b-9a4a-00304854f820:ac2008,gray-tailed vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,chrotorrhinus,,"souris, voles, campagnols, mice, rats","(Miller, 1894)",ITIS,urn:lsid:catalogueoflife.org:taxon:debd5106-29c1-102b-9a4a-00304854f820:ac2008,rock vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,daghestanicus,,"souris, voles, campagnols, mice, rats","(Shidlovsky, 1919)",ITIS,urn:lsid:catalogueoflife.org:taxon:f3464010-29c1-102b-9a4a-00304854f820:ac2008,Daghestan pine vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,duodecimcostatus,,"souris, voles, campagnols, mice, rats","de Selys-Longchamps, 1839",ITIS,urn:lsid:catalogueoflife.org:taxon:f34641fa-29c1-102b-9a4a-00304854f820:ac2008,Mediterranean pine vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,evoronensis,,"souris, voles, campagnols, mice, rats","Kovalskaya and Sokolov, 1980",ITIS,urn:lsid:catalogueoflife.org:taxon:f34643ee-29c1-102b-9a4a-00304854f820:ac2008,Evorsk vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,felteni,,"souris, voles, campagnols, mice, rats","Malec and Storch, 1963",ITIS,urn:lsid:catalogueoflife.org:taxon:f34645e2-29c1-102b-9a4a-00304854f820:ac2008,Felten's vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,fortis,,"souris, voles, campagnols, mice, rats","Bnchner, 1889",ITIS,urn:lsid:catalogueoflife.org:taxon:f34647b8-29c1-102b-9a4a-00304854f820:ac2008,reed vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,gerbei,,"souris, voles, campagnols, mice, rats","(Gerbe, 1879)",ITIS,urn:lsid:catalogueoflife.org:taxon:f34649b6-29c1-102b-9a4a-00304854f820:ac2008,Gerbe's vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,gregalis,,"souris, voles, campagnols, mice, rats","(Pallas, 1779)",ITIS,urn:lsid:catalogueoflife.org:taxon:efbe3998-29c1-102b-9a4a-00304854f820:ac2008,narrow-headed vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,guatemalensis,,"souris, voles, campagnols, mice, rats","Merriam, 1898",ITIS,urn:lsid:catalogueoflife.org:taxon:f3464c2c-29c1-102b-9a4a-00304854f820:ac2008,Guatemalan vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,guentheri,,"souris, voles, campagnols, mice, rats","(Danford and Alston, 1880)",ITIS,urn:lsid:catalogueoflife.org:taxon:f3464e66-29c1-102b-9a4a-00304854f820:ac2008,Günther's vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,hyperboreus,,"souris, voles, campagnols, mice, rats","Vinogradov, 1934",ITIS,urn:lsid:catalogueoflife.org:taxon:f3465050-29c1-102b-9a4a-00304854f820:ac2008,north Siberian vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,irani,,"souris, voles, campagnols, mice, rats","Thomas, 1921",ITIS,urn:lsid:catalogueoflife.org:taxon:f346523a-29c1-102b-9a4a-00304854f820:ac2008,Persian vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,irene,,"souris, voles, campagnols, mice, rats","(Thomas, 1911)",ITIS,urn:lsid:catalogueoflife.org:taxon:f346541a-29c1-102b-9a4a-00304854f820:ac2008,Chinese scrub vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,juldaschi,,"souris, voles, campagnols, mice, rats","(Severtzov, 1879)",ITIS,urn:lsid:catalogueoflife.org:taxon:f3465618-29c1-102b-9a4a-00304854f820:ac2008,Juniper vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,kermanensis,,"souris, voles, campagnols, mice, rats","Roguin, 1988",ITIS,urn:lsid:catalogueoflife.org:taxon:f34658f2-29c1-102b-9a4a-00304854f820:ac2008,Baluchistan vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,kirgisorum,,"souris, voles, campagnols, mice, rats","Ognev, 1950",ITIS,urn:lsid:catalogueoflife.org:taxon:f3465ae6-29c1-102b-9a4a-00304854f820:ac2008,Tien Shan vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,leucurus,,"souris, voles, campagnols, mice, rats","(Blyth, 1863)",ITIS,urn:lsid:catalogueoflife.org:taxon:f3465cd0-29c1-102b-9a4a-00304854f820:ac2008,Blyth's vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,limnophilus,,"souris, voles, campagnols, mice, rats","Bnchner, 1889",ITIS,urn:lsid:catalogueoflife.org:taxon:f3465ec4-29c1-102b-9a4a-00304854f820:ac2008,lacustrine vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,longicaudus,,"souris, voles, campagnols, mice, rats","(Merriam, 1888)",ITIS,urn:lsid:catalogueoflife.org:taxon:efbe374a-29c1-102b-9a4a-00304854f820:ac2008,long-tailed vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,longicaudus,coronarius,"souris, voles, campagnols, mice, rats","(Merriam, 1888)",ITIS,urn:lsid:catalogueoflife.org:taxon:efbe374a-29c1-102b-9a4a-00304854f820:ac2008,long-tailed vole,"Swarth, 1911",ITIS,urn:lsid:catalogueoflife.org:taxon:f4b0e518-29c1-102b-9a4a-00304854f820:ac2008,Coronation Island vole
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,longicaudus,longicaudus,"souris, voles, campagnols, mice, rats","(Merriam, 1888)",ITIS,urn:lsid:catalogueoflife.org:taxon:efbe374a-29c1-102b-9a4a-00304854f820:ac2008,long-tailed vole,"(Merriam, 1888)",ITIS,urn:lsid:catalogueoflife.org:taxon:f4b5342e-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,lusitanicus,,"souris, voles, campagnols, mice, rats","(Gerbe, 1879)",ITIS,urn:lsid:catalogueoflife.org:taxon:f34660a4-29c1-102b-9a4a-00304854f820:ac2008,Lusitanian pine vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,majori,,"souris, voles, campagnols, mice, rats","Thomas, 1906",ITIS,urn:lsid:catalogueoflife.org:taxon:f3466298-29c1-102b-9a4a-00304854f820:ac2008,Major's pine vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,maximowiczii,,"souris, voles, campagnols, mice, rats","(Schrenk, 1859)",ITIS,urn:lsid:catalogueoflife.org:taxon:f3466478-29c1-102b-9a4a-00304854f820:ac2008,Maximowicz's vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,mexicanus,,"souris, voles, campagnols, mice, rats","(Saussure, 1861)",ITIS,urn:lsid:catalogueoflife.org:taxon:debd5228-29c1-102b-9a4a-00304854f820:ac2008,Mexican vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,mexicanus,hualpaiensis,"souris, voles, campagnols, mice, rats","(Saussure, 1861)",ITIS,urn:lsid:catalogueoflife.org:taxon:debd5228-29c1-102b-9a4a-00304854f820:ac2008,Mexican vole,"Goldman, 1938",ITIS,urn:lsid:catalogueoflife.org:taxon:f4f29102-29c1-102b-9a4a-00304854f820:ac2008,Haulapai Mexican vole
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,mexicanus,mexicanus,"souris, voles, campagnols, mice, rats","(Saussure, 1861)",ITIS,urn:lsid:catalogueoflife.org:taxon:debd5228-29c1-102b-9a4a-00304854f820:ac2008,Mexican vole,"(Saussure, 1861)",ITIS,urn:lsid:catalogueoflife.org:taxon:f4b4f73e-29c1-102b-9a4a-00304854f820:ac2008,Mexican vole
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,middendorffi,,"souris, voles, campagnols, mice, rats","(Poliakov, 1881)",ITIS,urn:lsid:catalogueoflife.org:taxon:f346666c-29c1-102b-9a4a-00304854f820:ac2008,Middendorf's vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,miurus,,"souris, voles, campagnols, mice, rats","Osgood, 1901",ITIS,urn:lsid:catalogueoflife.org:taxon:debd4eb8-29c1-102b-9a4a-00304854f820:ac2008,singing vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,mogollonensis,,"souris, voles, campagnols, mice, rats","Swarth, 1911",ITIS,urn:lsid:catalogueoflife.org:taxon:df153182-29c1-102b-9a4a-00304854f820:ac2008,Mogollon vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,mongolicus,,"souris, voles, campagnols, mice, rats","(Radde, 1861)",ITIS,urn:lsid:catalogueoflife.org:taxon:f3466856-29c1-102b-9a4a-00304854f820:ac2008,Mongolian vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,montanus,,"souris, voles, campagnols, mice, rats","(Peale, 1848)",ITIS,urn:lsid:catalogueoflife.org:taxon:debd4fda-29c1-102b-9a4a-00304854f820:ac2008,montane vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,montebelli,,"souris, voles, campagnols, mice, rats","(Milne-Edwards, 1872)",ITIS,urn:lsid:catalogueoflife.org:taxon:f3466a40-29c1-102b-9a4a-00304854f820:ac2008,Japanese grass vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,mujanensis,,"souris, voles, campagnols, mice, rats","Orlov and Kovalskaya, 1978",ITIS,urn:lsid:catalogueoflife.org:taxon:f3466c16-29c1-102b-9a4a-00304854f820:ac2008,muisk vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,multiplex,,"souris, voles, campagnols, mice, rats","(Fatio, 1905)",ITIS,urn:lsid:catalogueoflife.org:taxon:f3466e00-29c1-102b-9a4a-00304854f820:ac2008,alpine pine vole,,,,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,nasarovi,,"souris, voles, campagnols, mice, rats","(Shidlovsky, 1938)",ITIS,urn:lsid:catalogueoflife.org:taxon:f3466ff4-29c1-102b-9a4a-00304854f820:ac2008,Nasarov's vole,,,,
